snapshot_date, sku_id   , category   , warehouse , current_stock, reorder_point, reorder_qty, unit_cost, stock_value, below_reorder
2024-07-14   , SKU-00272, Office     , WH-North  ,          4336,           289,        1696,    176.08,   763482.88,             0
2024-08-24   , SKU-00280, Groceries  , WH-East   ,          3168,           172,        1483,   2653.91,  8407586.88,             0
2024-01-08   , SKU-00215, Toys       , WH-West   ,          3778,           152,         776,   1323.9 ,  5001694.2 ,             0
2024-01-06   , SKU-00069, Office     , WH-West   ,          3209,            73,        1437,    623.99,  2002383.91,             0
2024-11-19   , SKU-00231, Office     , WH-South  ,          4095,           346,         157,   1374.99,  5630584.05,             0
2024-09-15   , SKU-00256, Electronics, WH-Central,          2836,           231,         686,    979.34,  2777408.24,             0
2024-07-19   , SKU-00229, Toys       , WH-Central,           590,           321,        1949,   2564.62,  1513125.8 ,             0
2024-01-17   , SKU-00247, Clothing   , WH-North  ,            54,           238,        1460,   2774.43,   149819.22,             1
2024-06-26   , SKU-00284, Beauty     , WH-Central,          3844,           339,         783,   2188.02,  8410748.88,             0
2024-04-17   , SKU-00161, Books      , WH-East   ,          3763,           263,         694,   2454.2 ,  9235154.6 ,             0
2024-08-21   , SKU-00131, Toys       , WH-North  ,           912,           351,        1413,   1112.33,  1014444.96,             0
2024-05-11   , SKU-00213, Groceries  , WH-South  ,          1057,            93,         116,   2119.92,  2240755.44,             0
2024-03-18   , SKU-00140, Office     , WH-South  ,          2917,           271,        1351,    977.04,  2850025.68,             0
2024-05-17   , SKU-00269, Books      , WH-West   ,          3471,           336,        1856,   1810.9 ,  6285633.9 ,             0
2024-09-21   , SKU-00249, Groceries  , WH-South  ,          1762,           345,        1572,    963.46,  1697616.52,             0
2024-06-10   , SKU-00218, Groceries  , WH-North  ,          4812,           439,        1831,   1013.47,  4876817.64,             0
2024-08-25   , SKU-00238, Home       , WH-North  ,          3262,           340,        1156,   2559.8 ,  8350067.6 ,             0
2024-12-07   , SKU-00124, Clothing   , WH-East   ,          4041,            73,        1762,   1038.4 ,  4196174.4 ,             0
2024-12-10   , SKU-00037, Home       , WH-East   ,          1173,           271,         828,     75.97,    89112.81,             0
2024-08-03   , SKU-00172, Home       , WH-Central,          1832,           310,         395,   2709.84,  4964426.88,             0
2024-07-26   , SKU-00034, Sports     , WH-Central,           640,           134,         422,   2261.73,  1447507.2 ,             0
2024-04-03   , SKU-00215, Toys       , WH-Central,          3199,           358,         995,   1323.9 ,  4235156.1 ,             0
2024-08-07   , SKU-00080, Toys       , WH-South  ,          1815,           469,         789,   1986.76,  3605969.4 ,             0
2024-02-17   , SKU-00094, Books      , WH-West   ,          1576,           248,        1912,   1040.75,  1640222.0 ,             0
2024-12-14   , SKU-00068, Clothing   , WH-South  ,          2372,           392,         750,    716.81,  1700273.32,             0
2024-06-05   , SKU-00011, Office     , WH-North  ,          1949,            68,         440,    782.87,  1525813.63,             0
2024-08-18   , SKU-00215, Toys       , WH-Central,          2831,            72,         806,   1323.9 ,  3747960.9 ,             0
2024-05-15   , SKU-00049, Clothing   , WH-West   ,           692,           362,        1849,    407.0 ,   281644.0 ,             0
2024-12-16   , SKU-00292, Sports     , WH-South  ,          4769,           373,         157,    124.11,   591880.59,             0
2024-06-03   , SKU-00012, Home       , WH-West   ,           654,           202,         281,   2102.66,  1375139.64,             0
2024-02-01   , SKU-00096, Toys       , WH-South  ,          1877,            67,        1719,   1070.37,  2009084.49,             0
2024-11-27   , SKU-00106, Clothing   , WH-North  ,          1299,           172,        1869,    531.2 ,   690028.8 ,             0
2024-01-05   , SKU-00073, Sports     , WH-Central,           210,           188,        1224,   1329.28,   279148.8 ,             0
2024-05-22   , SKU-00137, Sports     , WH-North  ,          3105,            70,        1697,   1150.77,  3573140.85,             0
2024-01-31   , SKU-00241, Toys       , WH-North  ,          4062,           438,         779,   1889.94,  7676936.28,             0
2024-03-25   , SKU-00130, Books      , WH-West   ,          1226,           164,         747,   2405.93,  2949670.18,             0
2024-04-28   , SKU-00008, Clothing   , WH-East   ,          3902,           220,         188,   1260.57,  4918744.14,             0
2024-05-15   , SKU-00218, Groceries  , WH-Central,          2641,           310,        1935,   1013.47,  2676574.27,             0
2024-03-22   , SKU-00075, Automotive , WH-Central,          3377,           498,        1336,   1856.72,  6270143.44,             0
2024-02-25   , SKU-00187, Toys       , WH-Central,          1539,           424,        1242,   1839.39,  2830821.21,             0
2024-01-21   , SKU-00183, Groceries  , WH-North  ,           887,           482,        1144,   1509.82,  1339210.34,             0
2024-12-10   , SKU-00082, Beauty     , WH-North  ,          4417,           311,        1240,   2134.11,  9426363.87,             0
2024-11-29   , SKU-00135, Toys       , WH-West   ,          1312,           153,        1035,   2789.24,  3659482.88,             0
2024-10-22   , SKU-00213, Groceries  , WH-South  ,          1617,           196,         157,   2119.92,  3427910.64,             0
2024-12-30   , SKU-00290, Clothing   , WH-Central,           190,           389,        1132,    819.21,   155649.9 ,             1
2024-10-31   , SKU-00134, Beauty     , WH-Central,          1890,           325,         619,    560.18,  1058740.2 ,             0
2024-05-28   , SKU-00201, Home       , WH-East   ,          3551,           203,         540,   1590.23,  5646906.73,             0
2024-08-12   , SKU-00082, Beauty     , WH-Central,          2154,           403,        1710,   2134.11,  4596872.94,             0
2024-11-14   , SKU-00160, Automotive , WH-Central,           549,           132,         448,   1710.14,   938866.86,             0
2024-11-09   , SKU-00223, Home       , WH-South  ,          4864,           364,        1797,   1757.48,  8548382.72,             0
2024-06-12   , SKU-00003, Electronics, WH-Central,          4519,           210,        1609,   2470.42, 11163827.98,             0
2024-11-15   , SKU-00127, Office     , WH-West   ,          3857,           276,         673,   2458.86,  9483823.02,             0
2024-02-16   , SKU-00036, Sports     , WH-West   ,          1316,           223,         594,    437.39,   575605.24,             0
2024-12-27   , SKU-00167, Groceries  , WH-Central,          4001,           366,         552,    742.03,  2968862.03,             0
2024-05-03   , SKU-00165, Electronics, WH-South  ,          2184,           188,        1167,    530.56,  1158743.04,             0
2024-06-18   , SKU-00285, Toys       , WH-Central,          3733,           356,        1704,   2599.41,  9703597.53,             0
2024-11-21   , SKU-00067, Automotive , WH-South  ,          4878,           230,        1067,   2528.21, 12332608.38,             0
2024-11-27   , SKU-00041, Sports     , WH-East   ,          3721,           358,         916,     29.68,   110439.28,             0
2024-09-30   , SKU-00199, Automotive , WH-West   ,          3868,           287,        1996,   1638.18,  6336480.24,             0
2024-01-09   , SKU-00074, Books      , WH-North  ,          1438,           399,         913,   2916.99,  4194631.62,             0
2024-06-25   , SKU-00031, Groceries  , WH-West   ,          2416,           279,        1232,   2964.63,  7162546.08,             0
2024-09-12   , SKU-00111, Home       , WH-Central,          3499,           488,        1657,   2888.58, 10107141.42,             0
2024-10-18   , SKU-00108, Sports     , WH-South  ,          1786,           237,         566,   2392.44,  4272897.84,             0
2024-04-04   , SKU-00168, Automotive , WH-West   ,          2620,           140,         730,   1414.48,  3705937.6 ,             0
2024-12-15   , SKU-00042, Beauty     , WH-Central,           712,           152,        1728,    757.47,   539318.64,             0
2024-04-19   , SKU-00114, Books      , WH-West   ,           748,           310,        1231,    418.43,   312985.64,             0
2024-06-24   , SKU-00298, Office     , WH-Central,           801,           452,         942,   2205.63,  1766709.63,             0
2024-12-04   , SKU-00225, Groceries  , WH-East   ,           717,           110,         175,   2102.06,  1507177.02,             0
2024-05-28   , SKU-00189, Groceries  , WH-West   ,          3228,           367,        1449,   1647.26,  5317355.28,             0
2024-01-19   , SKU-00281, Toys       , WH-North  ,          4852,           204,         150,   1302.17,  6318128.84,             0
2024-02-11   , SKU-00272, Office     , WH-West   ,           544,           212,         447,    176.08,    95787.52,             0
2024-03-02   , SKU-00045, Groceries  , WH-North  ,          4847,           224,         951,   2664.46, 12914637.62,             0
2024-08-20   , SKU-00051, Office     , WH-South  ,          2293,           149,        1306,   2810.85,  6445279.05,             0
2024-04-19   , SKU-00040, Automotive , WH-South  ,          4025,           145,        1975,    292.18,  1176024.5 ,             0
2024-03-26   , SKU-00136, Office     , WH-East   ,          1747,           340,         943,   1152.74,  2013836.78,             0
2024-03-16   , SKU-00140, Office     , WH-West   ,           397,           114,         396,    977.04,   387884.88,             0
2024-01-19   , SKU-00052, Sports     , WH-South  ,          3754,           381,        1092,    666.12,  2500614.48,             0
2024-03-22   , SKU-00108, Sports     , WH-East   ,          1742,           309,        1503,   2392.44,  4167630.48,             0
2024-02-18   , SKU-00206, Electronics, WH-South  ,          1312,           491,         468,   2894.37,  3797413.44,             0
2024-01-29   , SKU-00156, Clothing   , WH-West   ,          2298,           450,         987,   1788.58,  4110156.84,             0
2024-12-28   , SKU-00044, Sports     , WH-West   ,          3991,           340,        1946,   1860.7 ,  7426053.7 ,             0
2024-07-17   , SKU-00100, Automotive , WH-North  ,            68,           342,         922,   1265.55,    86057.4 ,             1
2024-05-17   , SKU-00064, Books      , WH-Central,          3856,           435,        1793,   2869.05, 11063056.8 ,             0
2024-06-03   , SKU-00098, Clothing   , WH-East   ,          3202,           448,         806,   2977.32,  9533378.64,             0
2024-04-12   , SKU-00128, Automotive , WH-Central,           141,           217,         455,   2382.49,   335931.09,             1
2024-07-23   , SKU-00260, Office     , WH-Central,          2198,           427,        1255,   2133.23,  4688839.54,             0
2024-04-03   , SKU-00275, Clothing   , WH-South  ,          4539,           199,        1275,   1487.49,  6751717.11,             0
2024-06-07   , SKU-00282, Beauty     , WH-South  ,          2765,           172,        1319,   1954.96,  5405464.4 ,             0
2024-11-11   , SKU-00233, Toys       , WH-Central,          1877,           367,        1278,    120.42,   226028.34,             0
2024-03-25   , SKU-00300, Electronics, WH-South  ,           656,           146,        1877,    127.82,    83849.92,             0
2024-07-02   , SKU-00100, Automotive , WH-West   ,          1471,           476,        1761,   1265.55,  1861624.05,             0
2024-09-19   , SKU-00085, Home       , WH-Central,          1928,           328,         241,   1061.08,  2045762.24,             0
2024-11-25   , SKU-00118, Office     , WH-East   ,           540,           387,        1757,   1613.37,   871219.8 ,             0
2024-09-08   , SKU-00274, Clothing   , WH-West   ,          4236,           428,         211,   1486.3 ,  6295966.8 ,             0
2024-08-18   , SKU-00110, Toys       , WH-West   ,          3999,            85,         918,    749.9 ,  2998850.1 ,             0
2024-02-04   , SKU-00201, Home       , WH-South  ,          4161,           309,         213,   1590.23,  6616947.03,             0
2024-03-10   , SKU-00088, Automotive , WH-North  ,          1736,           462,        1061,    548.15,   951588.4 ,             0
2024-06-19   , SKU-00277, Beauty     , WH-East   ,          1789,           394,        1077,   2696.18,  4823466.02,             0
2024-07-06   , SKU-00176, Sports     , WH-Central,          2434,           357,        1994,   2920.66,  7108886.44,             0
2024-08-10   , SKU-00158, Home       , WH-North  ,          1189,           202,         776,    190.03,   225945.67,             0
2024-02-19   , SKU-00220, Home       , WH-West   ,          4643,           485,        1312,    982.68,  4562583.24,             0
2024-11-27   , SKU-00011, Office     , WH-North  ,          1707,           392,         490,    782.87,  1336359.09,             0
2024-06-07   , SKU-00243, Sports     , WH-Central,          2560,           375,         265,    769.7 ,  1970432.0 ,             0
2024-01-16   , SKU-00036, Sports     , WH-North  ,          3681,           204,         299,    437.39,  1610032.59,             0
2024-04-01   , SKU-00059, Clothing   , WH-South  ,          1185,           222,         732,   1249.94,  1481178.9 ,             0
2024-12-27   , SKU-00249, Groceries  , WH-West   ,          4404,           422,        1060,    963.46,  4243077.84,             0
2024-02-12   , SKU-00137, Sports     , WH-Central,           618,           223,        1370,   1150.77,   711175.86,             0
2024-10-01   , SKU-00006, Sports     , WH-South  ,          1185,           158,        1504,    409.67,   485458.95,             0
2024-08-18   , SKU-00216, Clothing   , WH-North  ,          1504,           350,        1571,   1266.04,  1904124.16,             0
2024-03-13   , SKU-00233, Toys       , WH-Central,          1963,           286,         449,    120.42,   236384.46,             0
2024-06-18   , SKU-00105, Toys       , WH-East   ,           729,           132,         540,    387.91,   282786.39,             0
2024-02-09   , SKU-00299, Beauty     , WH-East   ,          2280,           108,        1860,     28.59,    65185.2 ,             0
2024-04-07   , SKU-00057, Clothing   , WH-West   ,          1246,           382,        1833,    801.62,   998818.52,             0
2024-06-30   , SKU-00135, Toys       , WH-North  ,            67,            82,        1709,   2789.24,   186879.08,             1
2024-12-07   , SKU-00268, Books      , WH-South  ,          3706,            50,         918,   1720.51,  6376210.06,             0
2024-08-06   , SKU-00062, Clothing   , WH-North  ,           904,           136,        1844,    405.29,   366382.16,             0
2024-01-16   , SKU-00264, Books      , WH-South  ,           111,            72,         905,    182.06,    20208.66,             0
2024-07-31   , SKU-00058, Electronics, WH-North  ,          1020,           153,         980,   2802.96,  2859019.2 ,             0
2024-02-10   , SKU-00198, Toys       , WH-West   ,          1774,           128,         557,   2851.25,  5058117.5 ,             0
2024-05-03   , SKU-00269, Books      , WH-North  ,          1801,           414,         890,   1810.9 ,  3261430.9 ,             0
2024-05-19   , SKU-00156, Clothing   , WH-East   ,          4430,           400,        1411,   1788.58,  7923409.4 ,             0
2024-12-28   , SKU-00193, Groceries  , WH-East   ,           798,           251,        1211,   1899.46,  1515769.08,             0
2024-12-31   , SKU-00182, Sports     , WH-West   ,          1961,           283,        1517,    327.57,   642364.77,             0
2024-04-29   , SKU-00116, Clothing   , WH-Central,          1388,           139,         531,   2863.53,  3974579.64,             0
2024-02-21   , SKU-00028, Electronics, WH-East   ,           487,           266,        1090,    343.48,   167274.76,             0
2024-01-30   , SKU-00074, Books      , WH-Central,           451,           246,        1090,   2916.99,  1315562.49,             0
2024-07-13   , SKU-00268, Books      , WH-East   ,           259,           125,        1806,   1720.51,   445612.09,             0
2024-09-27   , SKU-00244, Books      , WH-South  ,          4105,           100,        1758,   1909.52,  7838579.6 ,             0
2024-12-03   , SKU-00127, Office     , WH-North  ,          3181,           184,        1428,   2458.86,  7821633.66,             0
2024-12-24   , SKU-00254, Home       , WH-Central,          2825,           158,         959,   1473.77,  4163400.25,             0
2024-08-16   , SKU-00091, Electronics, WH-South  ,          2118,           313,         709,    975.6 ,  2066320.8 ,             0
2024-12-20   , SKU-00110, Toys       , WH-South  ,          4864,           162,         719,    749.9 ,  3647513.6 ,             0
2024-02-04   , SKU-00099, Automotive , WH-Central,          3326,           104,        1709,   1606.68,  5343817.68,             0
2024-02-21   , SKU-00123, Clothing   , WH-West   ,          3682,           369,         922,   2469.26,  9091815.32,             0
2024-04-18   , SKU-00288, Toys       , WH-West   ,          3905,           264,         559,    225.86,   881983.3 ,             0
2024-10-21   , SKU-00123, Clothing   , WH-West   ,          4008,            82,         162,   2469.26,  9896794.08,             0
2024-11-03   , SKU-00260, Office     , WH-Central,           912,           399,         609,   2133.23,  1945505.76,             0
2024-10-19   , SKU-00025, Automotive , WH-North  ,          3005,           401,        1035,   1148.09,  3450010.45,             0
2024-07-07   , SKU-00245, Home       , WH-West   ,          4141,            93,        1244,   2414.23,  9997326.43,             0
2024-01-05   , SKU-00294, Beauty     , WH-East   ,          4431,           153,         593,    122.78,   544038.18,             0
2024-02-10   , SKU-00027, Automotive , WH-North  ,          1643,           471,         543,   2296.41,  3773001.63,             0
2024-06-06   , SKU-00039, Clothing   , WH-North  ,          3492,           481,         555,   2972.24, 10379062.08,             0
2024-05-24   , SKU-00073, Sports     , WH-Central,          4999,            84,         353,   1329.28,  6645070.72,             0
2024-03-07   , SKU-00120, Toys       , WH-West   ,          3575,           237,         131,   2605.26,  9313804.5 ,             0
2024-11-02   , SKU-00131, Toys       , WH-North  ,          2832,           206,         602,   1112.33,  3150118.56,             0
2024-09-19   , SKU-00256, Electronics, WH-East   ,          1820,           129,         661,    979.34,  1782398.8 ,             0
2024-08-06   , SKU-00025, Automotive , WH-South  ,          1061,           327,        1891,   1148.09,  1218123.49,             0
2024-05-10   , SKU-00286, Sports     , WH-East   ,          3946,           362,         973,   1530.77,  6040418.42,             0
2024-04-04   , SKU-00050, Electronics, WH-West   ,          4942,           289,        1291,   2731.68, 13499962.56,             0
2024-07-19   , SKU-00237, Books      , WH-East   ,          4341,           163,        1339,    843.42,  3661286.22,             0
2024-10-16   , SKU-00071, Books      , WH-East   ,          3425,           390,        1385,     21.46,    73500.5 ,             0
2024-06-21   , SKU-00219, Beauty     , WH-West   ,          2609,           123,        1329,   1272.81,  3320761.29,             0
2024-04-14   , SKU-00187, Toys       , WH-East   ,          3185,           346,        1123,   1839.39,  5858457.15,             0
2024-03-11   , SKU-00201, Home       , WH-East   ,           570,           386,        1223,   1590.23,   906431.1 ,             0
2024-12-07   , SKU-00106, Clothing   , WH-East   ,          4998,           383,         692,    531.2 ,  2654937.6 ,             0
2024-11-14   , SKU-00152, Office     , WH-East   ,          4457,           373,         238,   2705.95, 12060419.15,             0
2024-11-23   , SKU-00234, Clothing   , WH-West   ,           480,           137,         162,   1940.93,   931646.4 ,             0
2024-11-27   , SKU-00070, Automotive , WH-Central,          4746,           438,        1974,   1737.58,  8246554.68,             0
2024-03-09   , SKU-00252, Beauty     , WH-West   ,          2170,           143,        1032,   2863.35,  6213469.5 ,             0
2024-12-02   , SKU-00166, Toys       , WH-East   ,           860,           155,        1721,   2459.79,  2115419.4 ,             0
2024-11-21   , SKU-00238, Home       , WH-East   ,          1955,            67,         465,   2559.8 ,  5004409.0 ,             0
2024-10-27   , SKU-00232, Groceries  , WH-West   ,          4098,           318,        1435,    358.66,  1469788.68,             0
2024-05-11   , SKU-00103, Clothing   , WH-East   ,          1992,           182,         639,    884.89,  1762700.88,             0
2024-12-05   , SKU-00241, Toys       , WH-West   ,          2191,           362,         610,   1889.94,  4140858.54,             0
2024-12-02   , SKU-00041, Sports     , WH-South  ,           602,           273,         588,     29.68,    17867.36,             0
2024-08-04   , SKU-00186, Office     , WH-Central,          4859,            89,         255,   2386.28, 11594934.52,             0
2024-08-17   , SKU-00258, Home       , WH-South  ,          1631,           283,         598,   2160.25,  3523367.75,             0
2024-05-22   , SKU-00191, Groceries  , WH-South  ,          2519,            92,         718,   2093.34,  5273123.46,             0
2024-05-31   , SKU-00118, Office     , WH-West   ,          3780,           144,         694,   1613.37,  6098538.6 ,             0
2024-08-17   , SKU-00131, Toys       , WH-South  ,            10,           416,        1738,   1112.33,    11123.3 ,             1
2024-09-11   , SKU-00218, Groceries  , WH-South  ,          1610,            84,        1338,   1013.47,  1631686.7 ,             0
2024-05-23   , SKU-00020, Office     , WH-West   ,          4781,           325,         255,   2319.23, 11088238.63,             0
2024-11-25   , SKU-00047, Groceries  , WH-North  ,            14,            78,        1521,   2101.92,    29426.88,             1
2024-03-04   , SKU-00043, Automotive , WH-East   ,          2460,           241,         350,   2190.38,  5388334.8 ,             0
2024-06-02   , SKU-00240, Office     , WH-West   ,          4922,           219,         660,     86.59,   426195.98,             0
2024-08-15   , SKU-00237, Books      , WH-Central,           879,           354,        1285,    843.42,   741366.18,             0
2024-07-22   , SKU-00221, Office     , WH-Central,          4459,           138,         823,   2422.93, 10803844.87,             0
2024-06-15   , SKU-00060, Electronics, WH-East   ,          3234,           466,         425,   2735.19,  8845604.46,             0
2024-09-23   , SKU-00205, Toys       , WH-North  ,          3519,           241,         781,   1539.0 ,  5415741.0 ,             0
2024-09-10   , SKU-00026, Books      , WH-North  ,           297,            78,        1967,   2017.35,   599152.95,             0
2024-08-06   , SKU-00124, Clothing   , WH-South  ,           109,           266,         171,   1038.4 ,   113185.6 ,             1
2024-06-04   , SKU-00053, Automotive , WH-Central,          4804,           364,        1763,   2326.28, 11175449.12,             0
2024-03-07   , SKU-00094, Books      , WH-North  ,          2521,           364,         715,   1040.75,  2623730.75,             0
2024-02-10   , SKU-00060, Electronics, WH-West   ,           834,           364,         676,   2735.19,  2281148.46,             0
2024-08-18   , SKU-00141, Beauty     , WH-East   ,          4109,           279,         965,   2826.41, 11613718.69,             0
2024-12-23   , SKU-00174, Sports     , WH-East   ,          1459,           141,        1532,   2596.61,  3788453.99,             0
2024-02-28   , SKU-00195, Books      , WH-North  ,          2703,           163,        1320,   2673.97,  7227740.91,             0
2024-04-10   , SKU-00292, Sports     , WH-South  ,          4371,           158,        1310,    124.11,   542484.81,             0
2024-06-26   , SKU-00079, Sports     , WH-West   ,           109,           203,         289,   2811.32,   306433.88,             1
2024-03-10   , SKU-00248, Groceries  , WH-West   ,          2615,           235,        1917,   1600.3 ,  4184784.5 ,             0
2024-12-23   , SKU-00041, Sports     , WH-North  ,           669,           262,         197,     29.68,    19855.92,             0
2024-08-22   , SKU-00176, Sports     , WH-South  ,          1220,           236,         387,   2920.66,  3563205.2 ,             0
2024-01-29   , SKU-00209, Groceries  , WH-East   ,          4847,           484,         581,   1170.76,  5674673.72,             0
2024-06-07   , SKU-00145, Automotive , WH-West   ,          4027,           271,        1502,   1787.27,  7197336.29,             0
2024-01-05   , SKU-00090, Home       , WH-East   ,          1599,           246,        1811,   2305.17,  3685966.83,             0
2024-04-25   , SKU-00065, Beauty     , WH-North  ,          1128,           225,         828,   1227.59,  1384721.52,             0
2024-06-10   , SKU-00178, Groceries  , WH-South  ,           442,           358,        1981,   2518.39,  1113128.38,             0
2024-05-01   , SKU-00009, Toys       , WH-Central,           806,           406,        1087,    912.25,   735273.5 ,             0
2024-03-21   , SKU-00211, Beauty     , WH-East   ,          1846,           494,         422,    837.62,  1546246.52,             0
2024-04-22   , SKU-00264, Books      , WH-North  ,          4690,           149,         800,    182.06,   853861.4 ,             0
2024-07-21   , SKU-00214, Office     , WH-North  ,           934,           319,         686,   1649.91,  1541015.94,             0
2024-07-15   , SKU-00090, Home       , WH-East   ,          3895,            70,         984,   2305.17,  8978637.15,             0
2024-02-21   , SKU-00157, Home       , WH-East   ,          3003,           191,        1929,   1339.81,  4023449.43,             0
2024-07-28   , SKU-00241, Toys       , WH-South  ,          4640,            66,         755,   1889.94,  8769321.6 ,             0
2024-10-04   , SKU-00034, Sports     , WH-South  ,          1253,           153,        1954,   2261.73,  2833947.69,             0
2024-07-03   , SKU-00208, Toys       , WH-Central,           385,           124,        1897,    875.32,   336998.2 ,             0
2024-07-04   , SKU-00018, Electronics, WH-South  ,          4097,           263,         475,     29.55,   121066.35,             0
2024-11-28   , SKU-00080, Toys       , WH-West   ,           475,            82,        1620,   1986.76,   943711.0 ,             0
2024-09-05   , SKU-00217, Sports     , WH-South  ,          2379,            77,        1412,   2933.99,  6979962.21,             0
2024-03-12   , SKU-00128, Automotive , WH-East   ,          1325,           440,        1401,   2382.49,  3156799.25,             0
2024-05-04   , SKU-00064, Books      , WH-West   ,          2226,           499,        1746,   2869.05,  6386505.3 ,             0
2024-09-04   , SKU-00059, Clothing   , WH-Central,          3990,           498,         783,   1249.94,  4987260.6 ,             0
2024-07-18   , SKU-00277, Beauty     , WH-Central,          3675,           353,        1551,   2696.18,  9908461.5 ,             0
2024-02-26   , SKU-00258, Home       , WH-North  ,          3119,           479,         473,   2160.25,  6737819.75,             0
2024-08-15   , SKU-00249, Groceries  , WH-South  ,          2748,           425,         417,    963.46,  2647588.08,             0
2024-07-20   , SKU-00089, Office     , WH-North  ,           845,           408,         336,   1120.12,   946501.4 ,             0
2024-03-16   , SKU-00075, Automotive , WH-Central,           441,            51,         864,   1856.72,   818813.52,             0
2024-05-16   , SKU-00143, Toys       , WH-Central,          4980,           157,         576,   1997.85,  9949293.0 ,             0
2024-12-23   , SKU-00202, Beauty     , WH-East   ,          2698,           320,        1870,    706.61,  1906433.78,             0
2024-07-15   , SKU-00244, Books      , WH-North  ,          1321,           408,         344,   1909.52,  2522475.92,             0
2024-05-20   , SKU-00275, Clothing   , WH-East   ,          2385,           186,         654,   1487.49,  3547663.65,             0
2024-12-28   , SKU-00153, Electronics, WH-West   ,          4504,           323,         667,   1256.28,  5658285.12,             0
2024-05-07   , SKU-00100, Automotive , WH-Central,          3317,           129,        1903,   1265.55,  4197829.35,             0
2024-10-14   , SKU-00121, Sports     , WH-North  ,           512,           438,         249,    750.73,   384373.76,             0
2024-12-15   , SKU-00133, Groceries  , WH-North  ,          1153,           295,        1203,    266.97,   307816.41,             0
2024-02-03   , SKU-00021, Clothing   , WH-South  ,          3812,           105,         962,   2572.96,  9808123.52,             0
2024-04-07   , SKU-00229, Toys       , WH-North  ,          1003,           323,         775,   2564.62,  2572313.86,             0
2024-05-10   , SKU-00088, Automotive , WH-South  ,          4260,           453,         335,    548.15,  2335119.0 ,             0
2024-10-02   , SKU-00165, Electronics, WH-North  ,          2311,           375,        1451,    530.56,  1226124.16,             0
2024-11-29   , SKU-00189, Groceries  , WH-South  ,          3543,           331,         683,   1647.26,  5836242.18,             0
2024-11-28   , SKU-00264, Books      , WH-North  ,          1173,           215,         221,    182.06,   213556.38,             0
2024-10-25   , SKU-00170, Groceries  , WH-South  ,          2066,           160,        1495,    403.17,   832949.22,             0
2024-09-15   , SKU-00182, Sports     , WH-East   ,          3002,            90,         378,    327.57,   983365.14,             0
2024-09-26   , SKU-00077, Beauty     , WH-North  ,          1843,           204,        1669,   2806.17,  5171771.31,             0
2024-09-17   , SKU-00130, Books      , WH-Central,          3368,           455,         419,   2405.93,  8103172.24,             0
2024-12-16   , SKU-00287, Home       , WH-South  ,          3048,           414,        1583,    631.88,  1925970.24,             0
2024-05-16   , SKU-00113, Automotive , WH-North  ,          2361,           442,        1490,   1608.08,  3796676.88,             0
2024-11-23   , SKU-00197, Sports     , WH-East   ,          3768,           210,        1610,   2268.27,  8546841.36,             0
2024-08-07   , SKU-00135, Toys       , WH-East   ,          3033,           469,        1835,   2789.24,  8459764.92,             0
2024-12-10   , SKU-00240, Office     , WH-Central,          1130,           217,        1177,     86.59,    97846.7 ,             0
2024-11-03   , SKU-00044, Sports     , WH-East   ,          1065,           165,        1715,   1860.7 ,  1981645.5 ,             0
2024-06-22   , SKU-00238, Home       , WH-West   ,          4499,           303,        1962,   2559.8 , 11516540.2 ,             0
2024-09-25   , SKU-00231, Office     , WH-West   ,          2686,           433,         984,   1374.99,  3693223.14,             0
2024-09-13   , SKU-00135, Toys       , WH-South  ,          2757,           388,        1163,   2789.24,  7689934.68,             0
2024-05-13   , SKU-00166, Toys       , WH-North  ,          4024,           183,         871,   2459.79,  9898194.96,             0
2024-10-09   , SKU-00070, Automotive , WH-North  ,           975,           456,        1994,   1737.58,  1694140.5 ,             0
2024-03-04   , SKU-00001, Office     , WH-North  ,           957,           173,         436,   1847.04,  1767617.28,             0
2024-12-21   , SKU-00275, Clothing   , WH-East   ,          1960,           477,         780,   1487.49,  2915480.4 ,             0
2024-10-10   , SKU-00207, Beauty     , WH-East   ,           229,           243,        1650,   1043.78,   239025.62,             1
2024-07-19   , SKU-00205, Toys       , WH-Central,           892,           396,        1985,   1539.0 ,  1372788.0 ,             0
2024-09-24   , SKU-00070, Automotive , WH-Central,           453,           164,         534,   1737.58,   787123.74,             0
2024-07-13   , SKU-00184, Clothing   , WH-West   ,          3587,           327,         940,   1788.84,  6416569.08,             0
2024-11-10   , SKU-00013, Home       , WH-Central,          1911,           423,         577,   2256.9 ,  4312935.9 ,             0
2024-10-17   , SKU-00290, Clothing   , WH-Central,           899,            77,         130,    819.21,   736469.79,             0
2024-10-06   , SKU-00158, Home       , WH-South  ,           359,           388,         875,    190.03,    68220.77,             1
2024-10-05   , SKU-00224, Electronics, WH-North  ,          1797,           329,        1796,   2858.37,  5136490.89,             0
2024-01-12   , SKU-00132, Automotive , WH-West   ,           342,            99,         779,    366.01,   125175.42,             0
2024-03-25   , SKU-00060, Electronics, WH-South  ,          2516,           229,        1841,   2735.19,  6881738.04,             0
2024-08-13   , SKU-00044, Sports     , WH-South  ,          2623,           123,        1021,   1860.7 ,  4880616.1 ,             0
2024-10-05   , SKU-00228, Sports     , WH-South  ,          4564,           199,        1365,   2811.4 , 12831229.6 ,             0
2024-05-16   , SKU-00195, Books      , WH-Central,           336,           165,        1348,   2673.97,   898453.92,             0
