sku_id,description,category,criticality,uom,unit_cost_usd,currency,shelf_life_days
B2B-BCDBA1AB,Lip Seal 75,Seal & Gasket,B,EA,10.0,USD,730
B2B-BDAF4359,Shaft Collar Assembly 38,Coupling,C,EA,359.0,USD,2555
B2B-BDE7E450,Socket Head Screw 117,Fastener,C,EA,2.0,USD,3650
B2B-BE2F9443,Hydraulic Fluid 15,Lubrication,C,EA,23.0,USD,180
B2B-BE792D40,Lubrication Nipple 75,Lubrication,A,EA,30.0,USD,180
B2B-BEC819FE,Poly-V Belt 74,Drive Belt,C,EA,51.0,USD,1095
B2B-BF2861EE,Jaw Coupling 116,Coupling,A,EA,559.5,USD,2555
B2B-BF309321,Flow Meter 174,Sensor,C,EA,1133.0,USD,1825
B2B-BF74C68C,Cylindrical Roller Bearing 178,Bearing,C,EA,117.0,USD,1825
B2B-BFD50E3B,Chain Lubricant 162,Lubrication,B,EA,23.0,USD,180
B2B-C087677A,Flange Gasket 84,Seal & Gasket,A,EA,14.0,USD,730
B2B-C0CD5AFD,Grease Cartridge 94,Lubrication,C,EA,25.0,USD,180
B2B-C123CBE9,CIP Gasket EPDM 20,Seal & Gasket,B,EA,16.0,USD,730
B2B-C1A1C250,Universal Joint 124,Coupling,B,EA,378.0,USD,2555
B2B-C229F0B7,Stud Assembly 69,Fastener,B,EA,8.0,USD,3650
B2B-C25C5DBD,Flange Gasket 37,Seal & Gasket,C,EA,9.0,USD,730
B2B-C2A87BCC,Pillow Block Unit 153,Bearing,C,EA,135.0,USD,1825
B2B-C2B5A6EF,V-Belt 78,Drive Belt,B,EA,63.0,USD,1095
B2B-C2F95134,Food Grade Grease 56,Lubrication,C,EA,24.5,USD,180
B2B-C32DA82E,Pillow Block Unit 58,Bearing,B,EA,194.5,USD,1825
B2B-C35A6370,O-Ring NBR 32,Seal & Gasket,C,EA,18.0,USD,730
B2B-C35B05E3,Frequency Inverter 159,Electrical,C,EA,1341.0,USD,1825
B2B-C35DDECF,Torque Limiter 181,Coupling,C,EA,402.0,USD,2555
B2B-C376292F,Coalescing Element 120,Filter,A,EA,40.0,USD,365
B2B-C3FB635C,Threaded Rod 187,Fastener,C,EA,1.0,USD,3650
B2B-C41530EA,Lip Seal 68,Seal & Gasket,C,EA,12.0,USD,730
B2B-C4DEFB03,Deep Groove Ball Bearing 147,Bearing,B,EA,252.0,USD,1825
B2B-C4F60C29,Motor Starter 99,Electrical,C,EA,2148.0,USD,1825
B2B-C5497407,Hydraulic Fluid 172,Lubrication,A,EA,29.0,USD,180
B2B-C58A4EA7,Angular Contact Bearing 17,Bearing,B,EA,215.0,USD,1825
B2B-C59FECA1,Toothed Belt 141,Drive Belt,C,EA,58.0,USD,1095
B2B-C5E77021,Flange Gasket 57,Seal & Gasket,C,EA,14.0,USD,730
B2B-C5FD603B,Shaft Collar Assembly 156,Coupling,C,EA,321.5,USD,2555
B2B-C66F3CB8,Temperature Probe 67,Sensor,B,EA,652.0,USD,1825
B2B-C6AE6A43,Deep Groove Ball Bearing 177,Bearing,C,EA,253.0,USD,1825
B2B-C6B6C3CE,Photoelectric Sensor 60,Sensor,B,EA,907.0,USD,1825
B2B-C6CD455C,Coalescing Element 185,Filter,C,EA,32.0,USD,365
B2B-C6DE0B12,Pillow Block Unit 17,Bearing,C,EA,184.0,USD,1825
B2B-C715C8A5,Flat Belt 82,Drive Belt,C,EA,56.0,USD,1095
B2B-C75D3F14,O-Ring NBR 185,Seal & Gasket,C,EA,20.0,USD,730
B2B-C7D79BEA,Cylindrical Roller Bearing 151,Bearing,C,EA,158.0,USD,1825
B2B-C7E494A0,Proximity Sensor 145,Sensor,C,EA,648.5,USD,1825
B2B-C7E73682,Flat Belt 157,Drive Belt,B,EA,89.0,USD,1095
B2B-C7F8E1D0,V-Belt 172,Drive Belt,C,EA,63.0,USD,1095
B2B-C8B37B0E,Pillow Block Unit 139,Bearing,A,EA,151.0,USD,1825
B2B-C8F1EC72,Stud Assembly 148,Fastener,C,EA,7.0,USD,3650
B2B-C8F44B59,Flat Belt 181,Drive Belt,B,EA,66.0,USD,1095
B2B-C9219679,Tapered Roller Bearing 194,Bearing,C,EA,158.0,USD,1825
B2B-C95DCDBA,Pillow Block Unit 147,Bearing,A,EA,197.0,USD,1825
B2B-C9C8DECD,Level Sensor 16,Sensor,B,EA,721.0,USD,1825
B2B-CA94CACA,Toothed Belt 101,Drive Belt,B,EA,65.0,USD,1095
B2B-CAB8C45B,Lip Seal 46,Seal & Gasket,C,EA,14.0,USD,730
B2B-CAD029A6,Gear Oil 133,Lubrication,B,EA,30.0,USD,180
B2B-CAF04013,Temperature Probe 101,Sensor,B,EA,631.0,USD,1825
B2B-CB386429,PLC Input Module 155,Electrical,B,EA,1317.0,USD,1825
B2B-CB3F69E8,Filter Candle 47,Filter,C,EA,39.0,USD,365
B2B-CB5361E8,Lock Washer Set 101,Fastener,B,EA,5.5,USD,3650
B2B-CB7A0438,Gear Coupling 10,Coupling,C,EA,376.0,USD,2555
B2B-CC1FE337,Conveyor Belt Section 179,Drive Belt,A,EA,58.0,USD,1095
B2B-CC49A08F,Breather Filter 151,Filter,B,EA,41.0,USD,365
B2B-CC519FFA,Stud Assembly 51,Fastener,C,EA,1.0,USD,3650
B2B-CC76539F,Angular Contact Bearing 10,Bearing,C,EA,95.0,USD,1825
B2B-CCD199FE,Hydraulic Fluid 192,Lubrication,B,EA,24.0,USD,180
B2B-CCD2D11C,Timing Belt 168,Drive Belt,C,EA,57.0,USD,1095
B2B-CD0B01FF,Flexible Coupling 123,Coupling,B,EA,423.0,USD,2555
B2B-CD43B18D,Chain Lubricant 39,Lubrication,B,EA,25.0,USD,180
B2B-CEC2B232,Pillow Block Unit 26,Bearing,C,EA,150.0,USD,1825
B2B-CF28396A,Stud Assembly 45,Fastener,C,EA,7.0,USD,3650
B2B-CF4B88A6,V-Belt 199,Drive Belt,B,EA,70.0,USD,1095
B2B-CF61F20F,Level Sensor 194,Sensor,C,EA,1039.0,USD,1825
B2B-D055A9AB,Gear Oil 54,Lubrication,C,EA,26.0,USD,180
B2B-D0EF5D71,Poly-V Belt 147,Drive Belt,C,EA,52.0,USD,1095
B2B-D1087349,Socket Head Screw 180,Fastener,C,EA,2.0,USD,3650
B2B-D12C9F98,Flow Meter 85,Sensor,B,EA,1067.5,USD,1825
B2B-D18029A3,Rotary Seal Kit 176,Seal & Gasket,C,EA,13.0,USD,730
B2B-D1AD51A6,Pillow Block Unit 66,Bearing,B,EA,122.0,USD,1825
B2B-D1AF9CF8,O-Ring NBR 171,Seal & Gasket,C,EA,11.5,USD,730
B2B-D1BE9D26,O-Ring NBR 78,Seal & Gasket,C,EA,19.0,USD,730
B2B-D21785AB,Lock Washer Set 108,Fastener,A,EA,5.0,USD,3650
B2B-D238B5BE,Flat Belt 36,Drive Belt,A,EA,66.0,USD,1095
B2B-D263E999,Safety Relay 90,Electrical,B,EA,1158.0,USD,1825
B2B-D354BF4F,Flexible Coupling 198,Coupling,B,EA,309.0,USD,2555
B2B-D3D18A57,Spherical Roller Bearing 34,Bearing,B,EA,223.0,USD,1825
B2B-D3E8A6C2,Threaded Rod 99,Fastener,B,EA,1.0,USD,3650
B2B-D461DED1,Frequency Inverter 63,Electrical,B,EA,1309.0,USD,1825
B2B-D49E40EE,Coalescing Element 170,Filter,C,EA,38.0,USD,365
B2B-D4C9A58D,O-Ring NBR 57,Seal & Gasket,A,EA,10.0,USD,730
B2B-D4D3CD13,Hydraulic Filter Element 89,Filter,C,EA,40.0,USD,365
B2B-D4D58281,Gear Coupling 110,Coupling,C,EA,369.0,USD,2555
B2B-D4D74F87,Hex Bolt 169,Fastener,B,EA,8.0,USD,3650
B2B-D5E9DFE3,Angular Contact Bearing 153,Bearing,B,EA,264.0,USD,1825
B2B-D662D1E5,Hex Bolt 77,Fastener,C,EA,6.0,USD,3650
B2B-D6C16DBC,Stud Assembly 154,Fastener,C,EA,4.0,USD,3650
B2B-D709406E,Retaining Ring 68,Fastener,C,EA,2.0,USD,3650
B2B-D72579EF,Socket Head Screw 130,Fastener,C,EA,8.0,USD,3650
B2B-D7A35F48,Threaded Rod 172,Fastener,A,EA,2.0,USD,3650
B2B-D7CD0FC1,Coalescing Element 49,Filter,C,EA,32.0,USD,365
B2B-D82950EB,Deep Groove Ball Bearing 78,Bearing,C,EA,171.0,USD,1825
B2B-D85F0A8E,Pillow Block Unit 12,Bearing,B,EA,208.5,USD,1825
B2B-D8665F22,Torque Limiter 127,Coupling,B,EA,463.0,USD,2555
B2B-D89D44A2,Spherical Roller Bearing 114,Bearing,B,EA,177.5,USD,1825
B2B-D8CC3C69,Deep Groove Ball Bearing 155,Bearing,B,EA,102.0,USD,1825
B2B-D9C6EA60,Filter Candle 39,Filter,B,EA,39.0,USD,365
B2B-D9EC03AA,Pressure Transmitter 10,Sensor,C,EA,595.0,USD,1825
B2B-DA13923D,Universal Joint 145,Coupling,B,EA,416.0,USD,2555
B2B-DA2A09ED,Temperature Probe 109,Sensor,C,EA,606.0,USD,1825
B2B-DA6AC7CE,Food Grade Grease 147,Lubrication,C,EA,27.0,USD,180
B2B-DACC110A,Coalescing Element 19,Filter,C,EA,42.5,USD,365
B2B-DB2CFD3E,Coalescing Element 115,Filter,C,EA,42.0,USD,365
B2B-DB51DCD4,Rotary Seal Kit 26,Seal & Gasket,C,EA,12.0,USD,730
B2B-DC13D052,Deep Groove Ball Bearing 32,Bearing,B,EA,181.0,USD,1825
B2B-DC15D2CF,Rotary Seal Kit 42,Seal & Gasket,B,EA,21.0,USD,730
B2B-DCFDE075,Rotary Seal Kit 123,Seal & Gasket,A,EA,16.0,USD,730
B2B-DD55B896,Food Grade Grease 159,Lubrication,C,EA,25.0,USD,180
B2B-DEB10364,Threaded Rod 120,Fastener,C,EA,1.0,USD,3650
B2B-DF24C3A9,Angular Contact Bearing 122,Bearing,C,EA,125.0,USD,1825
B2B-DF5FA370,Motor Starter 148,Electrical,B,EA,1406.0,USD,1825
B2B-DF8D0E09,Hydraulic Fluid 32,Lubrication,A,EA,28.0,USD,180
B2B-DF8D601A,Tapered Roller Bearing 158,Bearing,C,EA,141.0,USD,1825
B2B-DFFE454F,Stud Assembly 134,Fastener,B,EA,5.0,USD,3650
B2B-E0380C88,Pillow Block Unit 63,Bearing,B,EA,237.0,USD,1825
B2B-E19F051B,Flow Meter 35,Sensor,B,EA,731.0,USD,1825
B2B-E1F2A053,Grease Cartridge 30,Lubrication,B,EA,25.0,USD,180
B2B-E20339CF,CIP Gasket EPDM 57,Seal & Gasket,C,EA,19.0,USD,730
B2B-E2432DCB,Pillow Block Unit 73,Bearing,C,EA,165.0,USD,1825
B2B-E258C78A,Pressure Transmitter 55,Sensor,C,EA,926.0,USD,1825
B2B-E268574C,Gear Oil 14,Lubrication,C,EA,23.0,USD,180
B2B-E26E1F8B,Torque Limiter 97,Coupling,C,EA,477.0,USD,2555
B2B-E26ED0FC,Safety Relay 126,Electrical,C,EA,1218.5,USD,1825
B2B-E2AA12B2,Deep Groove Ball Bearing 145,Bearing,C,EA,112.0,USD,1825
B2B-E2ADEA6E,Lock Washer Set 162,Fastener,C,EA,1.0,USD,3650
B2B-E36BAA41,Servo Drive 48,Electrical,C,EA,3280.0,USD,1825
B2B-E38A4FF7,Coalescing Element 99,Filter,B,EA,44.0,USD,365
B2B-E49C1366,Breather Filter 179,Filter,B,EA,39.0,USD,365
B2B-E50C784C,Level Sensor 153,Sensor,C,EA,891.5,USD,1825
B2B-E54F5BFB,Level Sensor 39,Sensor,C,EA,639.0,USD,1825
B2B-E551E3D9,Breather Filter 133,Filter,C,EA,36.0,USD,365
B2B-E55A9BAC,Poly-V Belt 45,Drive Belt,C,EA,68.0,USD,1095
B2B-E5909E56,Level Sensor 72,Sensor,C,EA,657.5,USD,1825
B2B-E5E734B6,Rotary Seal Kit 43,Seal & Gasket,B,EA,18.0,USD,730
B2B-E6711558,O-Ring NBR 77,Seal & Gasket,C,EA,14.0,USD,730
B2B-E6BBD759,Hydraulic Filter Element 147,Filter,A,EA,40.0,USD,365
B2B-E83528D3,Flange Gasket 117,Seal & Gasket,B,EA,18.0,USD,730
B2B-E86CF6B9,Gear Oil 192,Lubrication,C,EA,25.0,USD,180
B2B-E89BA7E1,Lubrication Nipple 99,Lubrication,B,EA,26.0,USD,180
B2B-E8C1677B,Lip Seal 82,Seal & Gasket,C,EA,17.0,USD,730
B2B-E8ED4ACF,Poly-V Belt 79,Drive Belt,C,EA,92.0,USD,1095
B2B-E92D0D2C,Hydraulic Fluid 181,Lubrication,B,EA,22.0,USD,180
B2B-E96B2896,Safety Relay 66,Electrical,C,EA,1168.0,USD,1825
B2B-E9A9D44D,Flange Gasket 148,Seal & Gasket,B,EA,10.0,USD,730
B2B-E9C117B5,Chain Lubricant 33,Lubrication,C,EA,29.5,USD,180
B2B-E9CE10F3,Breather Filter 103,Filter,C,EA,32.0,USD,365
B2B-E9F73E8E,Spherical Roller Bearing 38,Bearing,C,EA,217.5,USD,1825
B2B-EA11AA64,Jaw Coupling 29,Coupling,C,EA,354.0,USD,2555
B2B-EA627336,Photoelectric Sensor 187,Sensor,C,EA,1042.0,USD,1825
B2B-EAA43C30,Rotary Seal Kit 110,Seal & Gasket,B,EA,13.0,USD,730
B2B-EB3E348F,Flange Gasket 50,Seal & Gasket,C,EA,16.0,USD,730
B2B-EB8AF571,Grease Cartridge 112,Lubrication,A,EA,29.0,USD,180
B2B-EBD755B2,Level Sensor 164,Sensor,B,EA,1110.0,USD,1825
B2B-EC497BBE,Tapered Roller Bearing 79,Bearing,B,EA,233.0,USD,1825
B2B-EC63055B,Hydraulic Filter Element 129,Filter,B,EA,47.0,USD,365
B2B-EC81DC7C,Poly-V Belt 121,Drive Belt,C,EA,50.0,USD,1095
B2B-EC9BB3E5,Chain Lubricant 63,Lubrication,C,EA,29.0,USD,180
B2B-ECC94A5D,Flat Belt 17,Drive Belt,A,EA,51.0,USD,1095
B2B-ED5DB973,Flange Gasket 74,Seal & Gasket,C,EA,13.0,USD,730
B2B-ED8F7FA3,Poly-V Belt 176,Drive Belt,C,EA,49.0,USD,1095
B2B-EDD91D0C,Chain Lubricant 156,Lubrication,A,EA,31.5,USD,180
B2B-EDFE45C0,Poly-V Belt 14,Drive Belt,C,EA,57.0,USD,1095
B2B-EEC9E61F,Gear Oil 120,Lubrication,C,EA,29.0,USD,180
B2B-EF8E3B1E,Coalescing Element 197,Filter,B,EA,35.0,USD,365
B2B-F189A3CE,V-Belt 144,Drive Belt,C,EA,70.0,USD,1095
B2B-F2572EF8,Flat Belt 83,Drive Belt,C,EA,82.0,USD,1095
B2B-F2723FD2,Stud Assembly 102,Fastener,C,EA,5.0,USD,3650
B2B-F330AE22,Contactor 141,Electrical,B,EA,1841.0,USD,1825
B2B-F364EABF,Air Filter Cartridge 106,Filter,B,EA,46.0,USD,365
B2B-F3789EF8,Spherical Roller Bearing 118,Bearing,C,EA,175.0,USD,1825
B2B-F39083CD,Frequency Inverter 152,Electrical,B,EA,2060.0,USD,1825
B2B-F488F9B3,Gear Oil 105,Lubrication,C,EA,31.5,USD,180
B2B-F492EBA6,Membrane Filter 110,Filter,C,EA,41.0,USD,365
B2B-F4A5BEEB,Angular Contact Bearing 50,Bearing,C,EA,111.0,USD,1825
B2B-F4AB29CC,Frequency Inverter 139,Electrical,C,EA,1311.5,USD,1825
B2B-F4EE8201,Food Grade Grease 168,Lubrication,B,EA,25.0,USD,180
B2B-F53730EA,Hydraulic Filter Element 177,Filter,B,EA,42.0,USD,365
B2B-F5C3BF14,Membrane Filter 77,Filter,C,EA,42.0,USD,365
B2B-F61D0EE7,O-Ring NBR 109,Seal & Gasket,A,EA,19.0,USD,730
B2B-F633808F,Universal Joint 137,Coupling,B,EA,541.0,USD,2555
B2B-F65BA45B,Socket Head Screw 73,Fastener,C,EA,7.0,USD,3650
B2B-F740487B,Hydraulic Filter Element 133,Filter,C,EA,43.5,USD,365
B2B-F765B750,Gear Coupling 34,Coupling,B,EA,276.0,USD,2555
B2B-F7C748EA,Spherical Roller Bearing 96,Bearing,B,EA,181.0,USD,1825
B2B-F7DDE2F0,Angular Contact Bearing 193,Bearing,A,EA,226.0,USD,1825
B2B-F8230A64,Membrane Filter 123,Filter,C,EA,42.0,USD,365
B2B-F92FCE43,Hex Bolt 93,Fastener,C,EA,8.0,USD,3650
B2B-F95259BB,Lip Seal 186,Seal & Gasket,C,EA,15.0,USD,730
B2B-F987C50E,Spherical Roller Bearing 149,Bearing,C,EA,139.0,USD,1825
B2B-F99F3BFB,Socket Head Screw 170,Fastener,C,EA,6.0,USD,3650
B2B-F9A4BA6E,CIP Gasket EPDM 162,Seal & Gasket,C,EA,21.0,USD,730
B2B-F9B6FF4B,Threaded Rod 71,Fastener,C,EA,1.0,USD,3650
B2B-FA12BB62,Lip Seal 142,Seal & Gasket,B,EA,16.0,USD,730
B2B-FA490675,Pressure Transmitter 36,Sensor,B,EA,718.0,USD,1825
B2B-FA9D6D70,Tapered Roller Bearing 97,Bearing,C,EA,122.0,USD,1825
B2B-FAA4E3E1,Torque Limiter 97,Coupling,B,EA,538.0,USD,2555
B2B-FB5ADA9F,Chain Lubricant 48,Lubrication,C,EA,22.0,USD,180
B2B-FB5FED13,Air Filter Cartridge 99,Filter,C,EA,35.0,USD,365
B2B-FB626CAE,Lock Washer Set 117,Fastener,C,EA,5.0,USD,3650
B2B-FC2013A6,Lubrication Nipple 193,Lubrication,C,EA,22.0,USD,180
B2B-FD0FD40D,Hex Bolt 106,Fastener,B,EA,3.0,USD,3650
B2B-FD3C9A91,Tapered Roller Bearing 109,Bearing,C,EA,263.0,USD,1825
B2B-FE06EA00,Retaining Ring 149,Fastener,C,EA,4.0,USD,3650
B2B-FEAD1D8E,Flow Meter 31,Sensor,B,EA,716.0,USD,1825
B2B-FEB41A36,Hydraulic Filter Element 171,Filter,C,EA,43.0,USD,365
B2B-FEC8356A,O-Ring NBR 61,Seal & Gasket,A,EA,17.0,USD,730
B2B-FED2058E,Motor Starter 50,Electrical,C,EA,1296.0,USD,1825
B2B-FF331A7F,Hydraulic Filter Element 62,Filter,C,EA,33.0,USD,365
B2B-FF6C56FD,Socket Head Screw 49,Fastener,B,EA,6.0,USD,3650
B2B-FF956A99,Poly-V Belt 126,Drive Belt,C,EA,87.0,USD,1095
B2B-FFCB60E0,Hex Bolt 183,Fastener,A,EA,1.0,USD,3650
B2B-FFE335A4,O-Ring NBR 28,Seal & Gasket,B,EA,14.0,USD,730
