sku_id,city_id,description,criticality,on_hand_qty,inventory_min,inventory_max,demand_monthly,forecast_source,shelf_life_days,order_cost_usd,holding_cost_usd,eoq_units,target_qty,max_allowed_qty,coverage_months,decision,recommended_qty,supplier_id,supplier_name,unit_price_usd,freight_cost_usd,lead_time_days,total_cost_usd,alternatives_evaluated,confidence,stockout_cost_usd,net_benefit_usd,needs_review,reason
B2B-87412EC5,OBRE,Flange Gasket 78,A,37,51,103,8.75,modelo+estadistico,730,72.83,3.0,52,103,66,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.33,0.0,0.0,1,Replenishing costs more than the stockout it prevents. Replenishing costs 865.52 USD and the stockout it prevents is valued at 0.00 USD on a criticality A part
B2B-87654C3C,OBRE,Universal Joint 133,C,1,1,5,0.72,modelo+estadistico,2555,98.75,111.25,4,5,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.59,88.98,88.98,0,Stock is above the operating minimum: no replenishment needed
B2B-87A72B6B,NAVA,PLC Input Module 85,C,1,1,2,0.22,modelo+estadistico,1825,253.33,1810.75,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.43,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-87B3B23C,NAVA,Grease Cartridge 60,C,2,3,17,2.46,modelo+estadistico,180,43.5,5.75,14,17,9,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.49,228.64,228.64,1,Replenishing costs more than the stockout it prevents. Replenishing costs 241.42 USD and the stockout it prevents is valued at 228.64 USD on a criticality C part
B2B-87C278EB,NAVA,Motor Starter 191,C,1,1,1,0.1,modelo+estadistico,1825,253.33,823.0,0,1,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,1.0,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-87C278EB,OBRE,Motor Starter 191,C,1,1,3,0.34,modelo+estadistico,1825,265.83,823.0,2,3,2,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.69,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-87DCDC20,OBRE,Gear Oil 164,B,4,3,12,1.62,modelo+estadistico,180,40.5,6.625,9,12,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.36,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-87E2F577,NAVA,Pillow Block Unit 144,B,3,4,11,1.23,modelo+estadistico,1825,75.67,51.5,7,11,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.46,0.0,0.0,1,Replenishing costs more than the stockout it prevents. Replenishing costs 1768.88 USD and the stockout it prevents is valued at 0.00 USD on a criticality B part
B2B-87E2F577,OBRE,Pillow Block Unit 144,B,3,2,6,0.7,modelo+estadistico,1825,84.17,51.5,4,6,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.53,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-88361C05,NAVA,Cylindrical Roller Bearing 158,C,3,1,6,0.98,modelo+estadistico,1825,102.5,43.0,5,6,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.64,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-88AA85A6,OBRE,Coalescing Element 10,C,3,2,13,1.86,modelo+estadistico,365,40.5,9.5,11,13,10,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.51,128.29,128.29,0,Stock is above the operating minimum: no replenishment needed
B2B-8959BF92,NAVA,Toothed Belt 156,C,2,2,10,1.34,modelo+estadistico,1095,47.33,23.25,8,10,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,123.32,123.32,0,Stock is above the operating minimum: no replenishment needed
B2B-895CDD3B,NAVA,Toothed Belt 42,C,1,2,11,1.52,modelo+estadistico,1095,43.5,19.75,9,11,10,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.36,195.32,195.32,1,Replenishing costs more than the stockout it prevents. Replenishing costs 859.40 USD and the stockout it prevents is valued at 195.32 USD on a criticality C part
B2B-895CDD3B,OBRE,Toothed Belt 42,C,1,1,6,0.86,modelo+estadistico,1095,40.5,19.75,5,6,5,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,128.32,128.32,0,Stock is above the operating minimum: no replenishment needed
B2B-8960F46F,NAVA,Lubrication Nipple 137,C,3,2,9,1.22,modelo+estadistico,180,43.5,6.5,7,9,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8960F46F,OBRE,Lubrication Nipple 137,C,3,3,16,2.17,modelo+estadistico,180,40.5,6.5,13,16,7,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.88,184.56,184.56,0,Stock is above the operating minimum: no replenishment needed
B2B-8973D677,NAVA,Cylindrical Roller Bearing 192,B,1,2,6,0.68,modelo+estadistico,1825,47.33,23.75,4,6,5,7.4,COMPRAR,5,SUP-LOC-01,Suministros Coahuila,100.7,22.0,6.0,525.5,3,1.0,1209.15,683.65,0,"1 units left against a minimum of 2. With a forecast demand of 0.7 per month, the economic order quantity of 4 units brings stock up to 6, about 7.4 months of consumption. Suministros Coahuila was chosen on lowest total cost among 3 offers that serve NAVA"
B2B-8973D677,OBRE,Cylindrical Roller Bearing 192,B,6,5,15,1.8,modelo+estadistico,1825,72.83,23.75,10,15,9,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.75,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-89C24DC0,OBRE,Stud Assembly 100,C,6,7,47,6.78,modelo+estadistico,3650,40.5,1.0,40,47,41,7.4,REVISAR,50,SUP-LOC-02,Servicios Yaqui,4.24,26.0,7.0,238.0,2,0.34,249.72,11.72,1,The minimum order quantity at Servicios Yaqui is 50 units and the allowed maximum is 41. Buying the minimum costs 238.00 USD and leaves 7.4 months of stock: the buyer has to decide
B2B-89C7E11A,NAVA,Membrane Filter 129,C,3,3,16,2.3,modelo+estadistico,365,43.5,10.75,13,16,13,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.63,199.53,199.53,0,Stock is above the operating minimum: no replenishment needed
B2B-89C7E11A,OBRE,Membrane Filter 129,C,1,2,11,1.57,modelo+estadistico,365,40.5,10.75,9,11,10,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,197.99,197.99,0,Replenishing costs more than the stockout it prevents. Replenishing costs 481.80 USD and the stockout it prevents is valued at 197.99 USD on a criticality C part
B2B-89EF3F00,NAVA,CIP Gasket EPDM 144,B,9,3,18,2.62,modelo+estadistico,730,47.33,2.25,15,18,9,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.68,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-89EF3F00,OBRE,CIP Gasket EPDM 144,B,2,2,11,1.52,modelo+estadistico,730,72.83,2.25,9,11,9,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.51,2586.45,2586.45,0,Stock is above the operating minimum: no replenishment needed
B2B-8A439FA6,NAVA,Food Grade Grease 18,C,17,3,20,2.86,modelo+estadistico,180,43.5,7.0,17,20,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.69,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8B371C75,OBRE,Hex Bolt 83,C,8,5,30,4.26,modelo+estadistico,3650,40.5,1.375,25,30,22,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.51,101.33,101.33,0,Stock is above the operating minimum: no replenishment needed
B2B-8B4F596C,NAVA,O-Ring NBR 141,B,1,3,10,1.3,modelo+estadistico,730,47.33,3.25,7,10,9,11.5,REVISAR,15,SUP-LOC-01,Suministros Coahuila,13.78,22.0,6.0,228.7,3,0.78,2909.87,2681.17,1,The minimum order quantity at Suministros Coahuila is 15 units and the allowed maximum is 9. Buying the minimum costs 228.70 USD and leaves 11.5 months of stock: the buyer has to decide
B2B-8B4F596C,OBRE,O-Ring NBR 141,B,22,14,43,4.96,modelo+estadistico,730,72.83,3.25,29,43,21,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.55,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8B58DBDB,NAVA,Jaw Coupling 34,C,2,2,8,1.28,modelo+estadistico,2555,102.5,108.875,6,8,6,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.5,107.17,107.17,0,Stock is above the operating minimum: no replenishment needed
B2B-8B58DBDB,OBRE,Jaw Coupling 34,C,0,1,4,0.66,modelo+estadistico,2555,98.75,108.875,3,4,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,120.79,120.79,0,Replenishing costs more than the stockout it prevents. Replenishing costs 2011.04 USD and the stockout it prevents is valued at 120.79 USD on a criticality C part
B2B-8BC3B903,NAVA,Socket Head Screw 180,C,5,4,25,3.61,modelo+estadistico,3650,43.5,2.0,21,25,20,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.49,222.85,222.85,1,Stock is above the operating minimum: no replenishment needed
B2B-8BC3B903,OBRE,Socket Head Screw 180,C,15,8,54,7.68,modelo+estadistico,3650,40.5,2.0,46,54,39,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.6,75.75,75.75,0,Stock is above the operating minimum: no replenishment needed
B2B-8BDE020A,NAVA,Toothed Belt 66,B,5,5,14,1.64,modelo+estadistico,1095,47.33,16.25,9,14,9,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.77,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8BDE020A,OBRE,Toothed Belt 66,B,3,5,14,1.55,modelo+estadistico,1095,72.83,16.25,9,14,11,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.84,381.49,381.49,0,Replenishing costs more than the stockout it prevents. Replenishing costs 783.90 USD and the stockout it prevents is valued at 381.49 USD on a criticality B part
B2B-8BF0CB4A,NAVA,Hex Bolt 141,B,26,3,20,2.98,modelo+estadistico,3650,47.33,2.0,17,20,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.67,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8BF0CB4A,OBRE,Hex Bolt 141,B,4,13,43,5.04,modelo+estadistico,3650,72.83,2.0,30,43,39,7.7,COMPRAR,39,SUP-LOC-02,Servicios Yaqui,8.48,26.0,7.0,356.72,3,0.39,3974.11,3617.39,1,"4 units left against a minimum of 13. With a forecast demand of 5.0 per month, the economic order quantity of 30 units brings stock up to 43, about 7.7 months of consumption. Servicios Yaqui was chosen on lowest total cost among 3 offers that serve OBRE. Low confidence in the forecast: needs human validation"
B2B-8C6D5AB6,NAVA,Hex Bolt 90,B,9,15,45,5.01,modelo+estadistico,3650,43.5,1.75,30,45,36,7.2,COMPRAR,36,SUP-LOC-01,Suministros Coahuila,7.42,22.0,6.0,289.12,2,0.71,2558.15,2269.03,0,"9 units left against a minimum of 15. With a forecast demand of 5.0 per month, the economic order quantity of 30 units brings stock up to 45, about 7.2 months of consumption. Suministros Coahuila was chosen on lowest total cost among 2 offers that serve NAVA"
B2B-8C6D5AB6,OBRE,Hex Bolt 90,B,17,21,64,7.25,modelo+estadistico,3650,40.5,1.75,43,64,47,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.72,0.0,0.0,0,Replenishing costs more than the stockout it prevents. Replenishing costs 374.74 USD and the stockout it prevents is valued at 0.00 USD on a criticality B part
B2B-8CF33394,NAVA,O-Ring NBR 194,C,3,4,20,2.77,modelo+estadistico,730,47.33,3.5,16,20,17,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.84,230.29,230.29,0,Replenishing costs more than the stockout it prevents. Replenishing costs 274.28 USD and the stockout it prevents is valued at 230.29 USD on a criticality C part
B2B-8CF33394,OBRE,O-Ring NBR 194,C,3,2,11,1.53,modelo+estadistico,730,72.83,3.5,9,11,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.38,14.6,14.6,1,Stock is above the operating minimum: no replenishment needed
B2B-8D0B7EFA,OBRE,Gear Oil 199,B,5,7,21,2.38,modelo+estadistico,180,40.5,7.25,14,21,6,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.49,0.0,0.0,1,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 6 units would be consumed, and the smallest minimum order quantity is 7"
B2B-8D6D7F2D,NAVA,Pillow Block Unit 191,B,2,2,5,0.66,modelo+estadistico,1825,75.67,37.5,3,5,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.91,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8D6D7F2D,OBRE,Pillow Block Unit 191,B,5,2,7,0.98,modelo+estadistico,1825,84.17,37.5,5,7,2,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.89,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8DA224E4,NAVA,Socket Head Screw 22,A,48,61,124,10.6,modelo+estadistico,3650,43.5,1.5,63,124,76,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.52,0.0,0.0,0,Replenishing costs more than the stockout it prevents. Replenishing costs 505.36 USD and the stockout it prevents is valued at 0.00 USD on a criticality A part
B2B-8DA224E4,OBRE,Socket Head Screw 22,A,298,80,188,18.02,modelo+estadistico,3650,40.5,1.5,108,188,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.4,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-8DA33E5C,NAVA,Lip Seal 101,B,2,9,27,3.15,modelo+estadistico,730,47.33,2.75,18,27,25,7.9,COMPRAR,25,SUP-LOC-01,Suministros Coahuila,11.66,22.0,6.0,313.5,3,0.91,3828.59,3515.09,0,"2 units left against a minimum of 9. With a forecast demand of 3.1 per month, the economic order quantity of 18 units brings stock up to 27, about 7.9 months of consumption. Suministros Coahuila was chosen on lowest total cost among 3 offers that serve NAVA"
B2B-8DA33E5C,OBRE,Lip Seal 101,B,4,2,12,1.83,modelo+estadistico,730,72.83,2.75,10,12,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.62,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8DB72BFB,OBRE,Grease Cartridge 108,A,27,32,65,5.6,modelo+estadistico,180,72.83,6.25,33,65,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.53,0.0,0.0,0,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 0 units would be consumed, and the smallest minimum order quantity is 8"
B2B-8E5AC190,OBRE,Flat Belt 17,B,3,4,11,1.25,modelo+estadistico,1095,40.5,14.0,7,11,8,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.64,0.0,0.0,0,Replenishing costs more than the stockout it prevents. Replenishing costs 500.88 USD and the stockout it prevents is valued at 0.00 USD on a criticality B part
B2B-8E6F92D9,OBRE,Shaft Collar Assembly 67,C,1,1,5,0.7,modelo+estadistico,2555,84.17,78.75,4,5,4,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.39,82.41,82.41,1,Stock is above the operating minimum: no replenishment needed
B2B-8E76C835,NAVA,Food Grade Grease 64,C,2,2,13,1.88,modelo+estadistico,180,43.5,7.75,11,13,7,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.59,207.0,207.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8E76C835,OBRE,Food Grade Grease 64,C,1,2,11,1.61,modelo+estadistico,180,40.5,7.75,9,11,6,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.64,200.03,200.03,0,Replenishing costs more than the stockout it prevents. Replenishing costs 223.16 USD and the stockout it prevents is valued at 200.03 USD on a criticality C part
B2B-8E85F23F,OBRE,Flat Belt 11,C,3,6,30,4.03,modelo+estadistico,1095,72.83,12.5,24,30,27,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,245.56,245.56,0,Replenishing costs more than the stockout it prevents. Replenishing costs 1457.00 USD and the stockout it prevents is valued at 245.56 USD on a criticality C part
B2B-8E93A9CA,OBRE,Level Sensor 72,B,1,1,2,0.26,modelo+estadistico,1825,84.17,242.875,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.5,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8EB62FAC,OBRE,Lock Washer Set 100,C,9,8,52,7.46,modelo+estadistico,3650,40.5,0.25,44,52,43,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.42,249.33,249.33,1,Stock is above the operating minimum: no replenishment needed
B2B-8ED1602C,NAVA,Chain Lubricant 107,C,2,2,9,1.2,modelo+estadistico,180,43.5,6.25,7,9,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,82.42,82.42,0,Stock is above the operating minimum: no replenishment needed
B2B-8ED1602C,OBRE,Chain Lubricant 107,C,1,2,12,1.77,modelo+estadistico,180,40.5,6.25,10,12,7,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.59,207.42,207.42,0,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 7 units would be consumed, and the smallest minimum order quantity is 8"
B2B-8F05359E,NAVA,Membrane Filter 189,A,2,18,36,3.13,modelo+estadistico,365,43.5,8.25,18,36,28,8.9,COMPRAR,28,SUP-LOC-01,Suministros Coahuila,34.98,22.0,6.0,1001.44,2,0.78,43032.7,42031.26,0,"2 units left against a minimum of 18. With a forecast demand of 3.1 per month, the economic order quantity of 18 units brings stock up to 36, about 8.9 months of consumption. Suministros Coahuila was chosen on lowest total cost among 2 offers that serve NAVA"
B2B-8F05359E,OBRE,Membrane Filter 189,A,184,44,85,13.8,modelo+estadistico,365,40.5,8.25,41,85,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.34,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-8F3E0EA0,NAVA,Motor Starter 94,C,1,1,1,0.15,modelo+estadistico,1825,352.5,2214.5,0,1,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-8F3E0EA0,OBRE,Motor Starter 94,C,0,1,1,0.12,modelo+estadistico,1825,330.0,2214.5,0,1,1,0.0,NO_COMPRAR,0,,,,,,0.0,2,1.0,28.27,28.27,0,Replenishing costs more than the stockout it prevents. Replenishing costs 11016.76 USD and the stockout it prevents is valued at 28.27 USD on a criticality C part
B2B-90CE8664,NAVA,Grease Cartridge 67,C,4,3,18,2.6,modelo+estadistico,180,47.33,6.5,15,18,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.91,174.73,174.73,0,Stock is above the operating minimum: no replenishment needed
B2B-90CE8664,OBRE,Grease Cartridge 67,C,1,2,12,1.7,modelo+estadistico,180,72.83,6.5,10,12,7,0.0,NO_COMPRAR,0,,,,,,0.0,3,1.0,204.33,204.33,0,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 7 units would be consumed, and the smallest minimum order quantity is 8"
B2B-9103B9D5,NAVA,Pillow Block Unit 195,C,3,1,5,0.77,modelo+estadistico,1825,102.5,43.25,4,5,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.49,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-91AC3D69,OBRE,Safety Relay 141,B,1,1,2,0.19,modelo+estadistico,1825,265.83,600.75,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.73,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-922EB261,NAVA,Membrane Filter 73,C,1,1,6,0.96,modelo+estadistico,365,43.5,10.125,5,6,5,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,150.37,150.37,0,Stock is above the operating minimum: no replenishment needed
B2B-922EB261,OBRE,Membrane Filter 73,C,1,2,8,1.13,modelo+estadistico,365,40.5,10.125,6,8,7,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,169.24,169.24,0,Replenishing costs more than the stockout it prevents. Replenishing costs 326.51 USD and the stockout it prevents is valued at 169.24 USD on a criticality C part
B2B-92733B13,NAVA,Coalescing Element 150,C,2,2,11,1.61,modelo+estadistico,365,43.5,11.5,9,11,9,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.88,176.18,176.18,0,Stock is above the operating minimum: no replenishment needed
B2B-9292370D,NAVA,O-Ring NBR 99,A,58,50,101,10.8,modelo+estadistico,730,43.5,4.5,51,101,43,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.41,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-9292370D,OBRE,O-Ring NBR 99,A,38,34,79,9.28,modelo+estadistico,730,40.5,4.5,45,79,41,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.69,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-92CC7D69,NAVA,CIP Gasket EPDM 112,C,7,5,32,4.66,modelo+estadistico,730,43.5,4.5,27,32,25,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.45,225.45,225.45,1,Stock is above the operating minimum: no replenishment needed
B2B-951C22C0,OBRE,Lock Washer Set 147,C,10,11,71,10.12,modelo+estadistico,3650,72.83,0.25,60,71,61,9.9,REVISAR,100,SUP-LOC-02,Servicios Yaqui,1.06,26.0,7.0,132.0,3,0.59,249.99,117.99,1,The minimum order quantity at Servicios Yaqui is 100 units and the allowed maximum is 61. Buying the minimum costs 132.00 USD and leaves 9.9 months of stock: the buyer has to decide
B2B-95936535,NAVA,Shaft Seal 23,C,2,2,13,1.92,modelo+estadistico,730,47.33,3.5,11,13,11,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.76,210.3,210.3,0,Stock is above the operating minimum: no replenishment needed
B2B-95D5901C,NAVA,Flat Belt 20,C,2,1,6,0.91,modelo+estadistico,1095,43.5,17.0,5,6,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.77,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-95D5901C,OBRE,Flat Belt 20,C,2,2,8,1.08,modelo+estadistico,1095,40.5,17.0,6,8,6,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,36.93,36.93,0,Stock is above the operating minimum: no replenishment needed
B2B-960A978D,OBRE,Flow Meter 101,B,0,1,2,0.24,modelo+estadistico,1825,98.75,210.75,1,2,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.45,853.49,853.49,1,Replenishing costs more than the stockout it prevents. Replenishing costs 1948.32 USD and the stockout it prevents is valued at 853.49 USD on a criticality B part
B2B-96178491,NAVA,Timing Belt 18,C,2,1,3,0.49,modelo+estadistico,1095,47.33,20.625,2,3,1,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-96178491,OBRE,Timing Belt 18,C,1,1,4,0.64,modelo+estadistico,1095,72.83,20.625,3,4,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.91,61.03,61.03,0,Stock is above the operating minimum: no replenishment needed
B2B-961F83AB,NAVA,Socket Head Screw 162,C,18,9,57,8.15,modelo+estadistico,3650,43.5,2.0,48,57,39,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.49,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-962D4A6C,NAVA,Gear Coupling 127,C,1,1,4,0.57,modelo+estadistico,2555,75.67,133.5,3,4,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.71,32.67,32.67,0,Stock is above the operating minimum: no replenishment needed
B2B-963632D1,NAVA,Poly-V Belt 179,C,10,2,12,1.68,modelo+estadistico,1095,47.33,22.75,10,12,2,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.73,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-9653841B,NAVA,Shaft Seal 58,B,9,18,54,6.04,modelo+estadistico,730,43.5,3.25,36,54,45,7.5,COMPRAR,45,SUP-LOC-01,Suministros Coahuila,13.78,22.0,6.0,642.1,2,0.65,3816.24,3174.14,0,"9 units left against a minimum of 18. With a forecast demand of 6.0 per month, the economic order quantity of 36 units brings stock up to 54, about 7.5 months of consumption. Suministros Coahuila was chosen on lowest total cost among 2 offers that serve NAVA"
B2B-9653841B,OBRE,Shaft Seal 58,B,12,14,54,6.69,modelo+estadistico,730,40.5,3.25,40,54,42,6.3,COMPRAR,42,SUP-LOC-02,Servicios Yaqui,13.78,26.0,7.0,604.76,2,0.59,2994.06,2389.3,0,"12 units left against a minimum of 14. With a forecast demand of 6.7 per month, the economic order quantity of 40 units brings stock up to 54, about 6.3 months of consumption. Servicios Yaqui was chosen on lowest total cost among 2 offers that serve OBRE"
B2B-96B0DCC8,NAVA,O-Ring NBR 72,C,1,2,9,1.27,modelo+estadistico,730,47.33,3.875,7,9,8,10.2,REVISAR,13,SUP-LOC-01,Suministros Coahuila,16.43,22.0,6.0,235.59,3,0.78,179.79,-55.8,1,The minimum order quantity at Suministros Coahuila is 13 units and the allowed maximum is 8. Buying the minimum costs 235.59 USD and leaves 10.2 months of stock: the buyer has to decide
B2B-96B0DCC8,OBRE,O-Ring NBR 72,C,1,3,15,2.14,modelo+estadistico,730,72.83,3.875,12,15,14,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.61,220.59,220.59,0,Replenishing costs more than the stockout it prevents. Replenishing costs 256.02 USD and the stockout it prevents is valued at 220.59 USD on a criticality C part
B2B-96FF49FA,NAVA,Shaft Collar Assembly 98,A,8,4,8,0.82,modelo+estadistico,2555,102.5,103.75,4,8,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.75,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-96FF49FA,OBRE,Shaft Collar Assembly 98,A,19,15,24,3.08,modelo+estadistico,2555,98.75,103.75,9,24,5,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-9712C4BB,NAVA,Rotary Seal Kit 44,B,6,3,14,1.86,modelo+estadistico,730,43.5,2.25,11,14,8,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.48,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-9712C4BB,OBRE,Rotary Seal Kit 44,B,7,10,35,4.26,modelo+estadistico,730,40.5,2.25,25,35,28,6.6,COMPRAR,28,SUP-LOC-02,Servicios Yaqui,9.54,26.0,7.0,293.12,2,0.47,3124.63,2831.51,1,"7 units left against a minimum of 10. With a forecast demand of 4.3 per month, the economic order quantity of 25 units brings stock up to 35, about 6.6 months of consumption. Servicios Yaqui was chosen on lowest total cost among 2 offers that serve OBRE. Low confidence in the forecast: needs human validation"
B2B-9726172B,OBRE,Poly-V Belt 65,B,2,2,9,1.25,modelo+estadistico,1095,40.5,15.5,7,9,7,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,1573.88,1573.88,0,Stock is above the operating minimum: no replenishment needed
B2B-976157CB,NAVA,Conveyor Belt Section 147,C,5,3,18,2.84,modelo+estadistico,1095,43.5,14.125,15,18,13,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.53,123.31,123.31,0,Stock is above the operating minimum: no replenishment needed
B2B-97A53BAA,NAVA,Coalescing Element 170,A,22,18,37,3.33,modelo+estadistico,365,47.33,9.0,19,37,10,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.49,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-97A53BAA,OBRE,Coalescing Element 170,A,45,25,50,4.31,modelo+estadistico,365,72.83,9.0,25,50,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.64,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-97B58B19,NAVA,Proximity Sensor 27,C,1,1,2,0.31,modelo+estadistico,1825,102.5,140.75,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.66,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-97B58B19,OBRE,Proximity Sensor 27,C,1,1,3,0.38,modelo+estadistico,1825,98.75,140.75,2,3,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
