offer_id,supplier_id,sku_id,unit_price_usd,moq,capacity_per_month,currency
SUP-NAT-02_B2B-42098A0D,SUP-NAT-02,B2B-42098A0D,1051.12,1,27,USD
SUP-LOC-01_B2B-426C7CF0,SUP-LOC-01,B2B-426C7CF0,278.78,1,69,USD
SUP-NAT-01_B2B-426C7CF0,SUP-NAT-01,B2B-426C7CF0,294.56,1,69,USD
SUP-NAT-02_B2B-426C7CF0,SUP-NAT-02,B2B-426C7CF0,294.56,1,69,USD
SUP-LOC-01_B2B-42897AE3,SUP-LOC-01,B2B-42897AE3,238.5,1,39,USD
SUP-NAT-01_B2B-42897AE3,SUP-NAT-01,B2B-42897AE3,252.0,1,39,USD
SUP-NAT-02_B2B-42897AE3,SUP-NAT-02,B2B-42897AE3,252.0,1,39,USD
SUP-LOC-01_B2B-4293D2AE,SUP-LOC-01,B2B-4293D2AE,42.4,5,36,USD
SUP-LOC-02_B2B-4293D2AE,SUP-LOC-02,B2B-4293D2AE,42.4,5,36,USD
SUP-NAT-01_B2B-4293D2AE,SUP-NAT-01,B2B-4293D2AE,44.8,5,36,USD
SUP-LOC-01_B2B-430460BE,SUP-LOC-01,B2B-430460BE,9.54,22,363,USD
SUP-LOC-02_B2B-430460BE,SUP-LOC-02,B2B-430460BE,9.54,22,363,USD
SUP-NAT-01_B2B-430460BE,SUP-NAT-01,B2B-430460BE,10.08,22,363,USD
SUP-LOC-01_B2B-43339D86,SUP-LOC-01,B2B-43339D86,83.74,3,132,USD
SUP-LOC-02_B2B-43339D86,SUP-LOC-02,B2B-43339D86,83.74,3,132,USD
SUP-NAT-01_B2B-43339D86,SUP-NAT-01,B2B-43339D86,88.48,3,132,USD
SUP-LOC-01_B2B-433F8CF6,SUP-LOC-01,B2B-433F8CF6,40.28,5,189,USD
SUP-LOC-02_B2B-433F8CF6,SUP-LOC-02,B2B-433F8CF6,40.28,5,189,USD
SUP-NAT-01_B2B-433F8CF6,SUP-NAT-01,B2B-433F8CF6,42.56,5,189,USD
SUP-LOC-01_B2B-436C48C9,SUP-LOC-01,B2B-436C48C9,146.28,1,63,USD
SUP-LOC-02_B2B-436C48C9,SUP-LOC-02,B2B-436C48C9,146.28,1,63,USD
SUP-NAT-01_B2B-436C48C9,SUP-NAT-01,B2B-436C48C9,154.56,1,63,USD
SUP-LOC-01_B2B-43C93C0C,SUP-LOC-01,B2B-43C93C0C,126.14,2,114,USD
SUP-LOC-02_B2B-43C93C0C,SUP-LOC-02,B2B-43C93C0C,126.14,2,114,USD
SUP-LOC-01_B2B-44181DD5,SUP-LOC-01,B2B-44181DD5,24.38,9,216,USD
SUP-LOC-02_B2B-44181DD5,SUP-LOC-02,B2B-44181DD5,24.38,9,216,USD
SUP-NAT-01_B2B-44181DD5,SUP-NAT-01,B2B-44181DD5,25.76,9,216,USD
SUP-LOC-01_B2B-441FD0A5,SUP-LOC-01,B2B-441FD0A5,78.44,3,105,USD
SUP-LOC-02_B2B-441FD0A5,SUP-LOC-02,B2B-441FD0A5,78.44,3,105,USD
SUP-NAT-01_B2B-44FEED02,SUP-NAT-01,B2B-44FEED02,628.32,1,78,USD
SUP-NAT-02_B2B-44FEED02,SUP-NAT-02,B2B-44FEED02,628.32,1,78,USD
SUP-LOC-01_B2B-45042E33,SUP-LOC-01,B2B-45042E33,11.66,18,207,USD
SUP-LOC-02_B2B-45042E33,SUP-LOC-02,B2B-45042E33,11.66,18,207,USD
SUP-NAT-01_B2B-45042E33,SUP-NAT-01,B2B-45042E33,12.32,18,207,USD
SUP-LOC-01_B2B-452A3DF7,SUP-LOC-01,B2B-452A3DF7,85.33,2,66,USD
SUP-LOC-02_B2B-452A3DF7,SUP-LOC-02,B2B-452A3DF7,85.33,2,66,USD
SUP-LOC-01_B2B-45558E95,SUP-LOC-01,B2B-45558E95,45.58,5,234,USD
SUP-LOC-02_B2B-45558E95,SUP-LOC-02,B2B-45558E95,45.58,5,234,USD
SUP-NAT-01_B2B-45558E95,SUP-NAT-01,B2B-45558E95,48.16,5,234,USD
SUP-LOC-01_B2B-4556DA95,SUP-LOC-01,B2B-4556DA95,53.53,4,120,USD
SUP-LOC-02_B2B-4556DA95,SUP-LOC-02,B2B-4556DA95,53.53,4,120,USD
SUP-LOC-01_B2B-455B3B76,SUP-LOC-01,B2B-455B3B76,74.2,3,96,USD
SUP-LOC-02_B2B-455B3B76,SUP-LOC-02,B2B-455B3B76,74.2,3,96,USD
SUP-LOC-01_B2B-45B8A6F6,SUP-LOC-01,B2B-45B8A6F6,40.28,5,123,USD
SUP-LOC-02_B2B-45B8A6F6,SUP-LOC-02,B2B-45B8A6F6,40.28,5,123,USD
SUP-NAT-01_B2B-45B8A6F6,SUP-NAT-01,B2B-45B8A6F6,42.56,5,123,USD
SUP-LOC-01_B2B-45BB978B,SUP-LOC-01,B2B-45BB978B,1291.08,1,15,USD
SUP-NAT-01_B2B-45BB978B,SUP-NAT-01,B2B-45BB978B,1364.16,1,15,USD
SUP-NAT-02_B2B-45BB978B,SUP-NAT-02,B2B-45BB978B,1364.16,1,15,USD
SUP-LOC-01_B2B-46502E03,SUP-LOC-01,B2B-46502E03,265.0,1,129,USD
SUP-NAT-01_B2B-46502E03,SUP-NAT-01,B2B-46502E03,280.0,1,129,USD
SUP-NAT-02_B2B-46502E03,SUP-NAT-02,B2B-46502E03,280.0,1,129,USD
SUP-LOC-01_B2B-4723F389,SUP-LOC-01,B2B-4723F389,55.12,4,129,USD
SUP-LOC-02_B2B-4723F389,SUP-LOC-02,B2B-4723F389,55.12,4,129,USD
SUP-NAT-01_B2B-4723F389,SUP-NAT-01,B2B-4723F389,58.24,4,129,USD
SUP-NAT-01_B2B-47363D01,SUP-NAT-01,B2B-47363D01,1653.12,1,42,USD
SUP-NAT-02_B2B-47363D01,SUP-NAT-02,B2B-47363D01,1653.12,1,42,USD
SUP-LOC-01_B2B-47559277,SUP-LOC-01,B2B-47559277,9.54,22,333,USD
SUP-LOC-02_B2B-47559277,SUP-LOC-02,B2B-47559277,9.54,22,333,USD
SUP-LOC-01_B2B-47A6976D,SUP-LOC-01,B2B-47A6976D,16.96,12,153,USD
SUP-LOC-02_B2B-47A6976D,SUP-LOC-02,B2B-47A6976D,16.96,12,153,USD
SUP-LOC-01_B2B-4830685F,SUP-LOC-01,B2B-4830685F,104.94,2,57,USD
SUP-LOC-02_B2B-4830685F,SUP-LOC-02,B2B-4830685F,104.94,2,57,USD
SUP-LOC-01_B2B-4892A1C9,SUP-LOC-01,B2B-4892A1C9,2.12,100,300,USD
SUP-LOC-02_B2B-4892A1C9,SUP-LOC-02,B2B-4892A1C9,2.12,100,300,USD
SUP-NAT-01_B2B-4892A1C9,SUP-NAT-01,B2B-4892A1C9,2.24,100,300,USD
SUP-LOC-01_B2B-48DB5CF5,SUP-LOC-01,B2B-48DB5CF5,151.58,1,54,USD
SUP-LOC-02_B2B-48DB5CF5,SUP-LOC-02,B2B-48DB5CF5,151.58,1,54,USD
SUP-NAT-01_B2B-48DB5CF5,SUP-NAT-01,B2B-48DB5CF5,160.16,1,54,USD
SUP-LOC-01_B2B-4902CB4F,SUP-LOC-01,B2B-4902CB4F,569.22,1,24,USD
SUP-NAT-01_B2B-4902CB4F,SUP-NAT-01,B2B-4902CB4F,601.44,1,24,USD
SUP-NAT-02_B2B-4902CB4F,SUP-NAT-02,B2B-4902CB4F,601.44,1,24,USD
SUP-LOC-01_B2B-49234388,SUP-LOC-01,B2B-49234388,101.76,2,99,USD
SUP-LOC-02_B2B-49234388,SUP-LOC-02,B2B-49234388,101.76,2,99,USD
SUP-NAT-01_B2B-492ECBD6,SUP-NAT-01,B2B-492ECBD6,372.96,1,30,USD
SUP-NAT-02_B2B-492ECBD6,SUP-NAT-02,B2B-492ECBD6,372.96,1,30,USD
SUP-LOC-01_B2B-498814A9,SUP-LOC-01,B2B-498814A9,23.32,9,102,USD
SUP-LOC-02_B2B-498814A9,SUP-LOC-02,B2B-498814A9,23.32,9,102,USD
SUP-LOC-01_B2B-499D44F5,SUP-LOC-01,B2B-499D44F5,9.54,22,258,USD
SUP-LOC-02_B2B-499D44F5,SUP-LOC-02,B2B-499D44F5,9.54,22,258,USD
SUP-LOC-01_B2B-49D0FAF4,SUP-LOC-01,B2B-49D0FAF4,43.46,5,81,USD
SUP-LOC-02_B2B-49D0FAF4,SUP-LOC-02,B2B-49D0FAF4,43.46,5,81,USD
SUP-NAT-01_B2B-49D0FAF4,SUP-NAT-01,B2B-49D0FAF4,45.92,5,81,USD
SUP-LOC-01_B2B-4A184D34,SUP-LOC-01,B2B-4A184D34,42.4,5,96,USD
SUP-LOC-02_B2B-4A184D34,SUP-LOC-02,B2B-4A184D34,42.4,5,96,USD
SUP-NAT-01_B2B-4A184D34,SUP-NAT-01,B2B-4A184D34,44.8,5,96,USD
SUP-LOC-01_B2B-4A2CE0ED,SUP-LOC-01,B2B-4A2CE0ED,42.4,5,84,USD
SUP-LOC-02_B2B-4A2CE0ED,SUP-LOC-02,B2B-4A2CE0ED,42.4,5,84,USD
SUP-NAT-01_B2B-4A2CE0ED,SUP-NAT-01,B2B-4A2CE0ED,44.8,5,84,USD
SUP-LOC-01_B2B-4A3431AF,SUP-LOC-01,B2B-4A3431AF,183.38,1,42,USD
SUP-NAT-01_B2B-4A3431AF,SUP-NAT-01,B2B-4A3431AF,193.76,1,42,USD
SUP-NAT-02_B2B-4A3431AF,SUP-NAT-02,B2B-4A3431AF,193.76,1,42,USD
SUP-NAT-01_B2B-4A72795B,SUP-NAT-01,B2B-4A72795B,234.64,1,54,USD
SUP-NAT-02_B2B-4A72795B,SUP-NAT-02,B2B-4A72795B,234.64,1,54,USD
SUP-LOC-01_B2B-4A80ACE9,SUP-LOC-01,B2B-4A80ACE9,11.66,18,150,USD
SUP-LOC-02_B2B-4A80ACE9,SUP-LOC-02,B2B-4A80ACE9,11.66,18,150,USD
SUP-LOC-01_B2B-4AA7544F,SUP-LOC-01,B2B-4AA7544F,34.98,6,168,USD
SUP-LOC-02_B2B-4AA7544F,SUP-LOC-02,B2B-4AA7544F,34.98,6,168,USD
SUP-NAT-01_B2B-4AA7544F,SUP-NAT-01,B2B-4AA7544F,36.96,6,168,USD
SUP-LOC-01_B2B-4AAE9058,SUP-LOC-01,B2B-4AAE9058,1.06,100,300,USD
SUP-LOC-02_B2B-4AAE9058,SUP-LOC-02,B2B-4AAE9058,1.06,100,300,USD
SUP-LOC-01_B2B-4AFE4D1D,SUP-LOC-01,B2B-4AFE4D1D,15.9,13,276,USD
SUP-LOC-02_B2B-4AFE4D1D,SUP-LOC-02,B2B-4AFE4D1D,15.9,13,276,USD
SUP-NAT-01_B2B-4AFE4D1D,SUP-NAT-01,B2B-4AFE4D1D,16.8,13,276,USD
SUP-LOC-01_B2B-4AFED08F,SUP-LOC-01,B2B-4AFED08F,1.06,100,468,USD
SUP-LOC-02_B2B-4AFED08F,SUP-LOC-02,B2B-4AFED08F,1.06,100,468,USD
SUP-OEM-01_B2B-4B21CCDC,SUP-OEM-01,B2B-4B21CCDC,2264.32,1,24,USD
SUP-OEM-02_B2B-4B21CCDC,SUP-OEM-02,B2B-4B21CCDC,2264.32,1,24,USD
SUP-LOC-01_B2B-4B22F204,SUP-LOC-01,B2B-4B22F204,21.2,10,102,USD
SUP-LOC-02_B2B-4B22F204,SUP-LOC-02,B2B-4B22F204,21.2,10,102,USD
SUP-NAT-01_B2B-4B9F55A2,SUP-NAT-01,B2B-4B9F55A2,654.08,1,81,USD
SUP-NAT-02_B2B-4B9F55A2,SUP-NAT-02,B2B-4B9F55A2,654.08,1,81,USD
SUP-LOC-01_B2B-4C50719D,SUP-LOC-01,B2B-4C50719D,25.44,8,162,USD
SUP-LOC-02_B2B-4C50719D,SUP-LOC-02,B2B-4C50719D,25.44,8,162,USD
SUP-OEM-01_B2B-4C7629DA,SUP-OEM-01,B2B-4C7629DA,3192.74,1,15,USD
SUP-OEM-02_B2B-4C7629DA,SUP-OEM-02,B2B-4C7629DA,3192.74,1,15,USD
SUP-NAT-01_B2B-4CBD402C,SUP-NAT-01,B2B-4CBD402C,871.92,1,27,USD
SUP-NAT-02_B2B-4CBD402C,SUP-NAT-02,B2B-4CBD402C,871.92,1,27,USD
SUP-LOC-01_B2B-4CFCA4E7,SUP-LOC-01,B2B-4CFCA4E7,39.22,5,381,USD
SUP-LOC-02_B2B-4CFCA4E7,SUP-LOC-02,B2B-4CFCA4E7,39.22,5,381,USD
SUP-NAT-01_B2B-4CFCA4E7,SUP-NAT-01,B2B-4CFCA4E7,41.44,5,381,USD
SUP-LOC-01_B2B-4D04368F,SUP-LOC-01,B2B-4D04368F,36.04,6,219,USD
SUP-LOC-02_B2B-4D04368F,SUP-LOC-02,B2B-4D04368F,36.04,6,219,USD
SUP-NAT-01_B2B-4D04368F,SUP-NAT-01,B2B-4D04368F,38.08,6,219,USD
SUP-LOC-01_B2B-4D5F5A6B,SUP-LOC-01,B2B-4D5F5A6B,469.58,1,51,USD
SUP-NAT-01_B2B-4D5F5A6B,SUP-NAT-01,B2B-4D5F5A6B,496.16,1,51,USD
SUP-NAT-02_B2B-4D5F5A6B,SUP-NAT-02,B2B-4D5F5A6B,496.16,1,51,USD
SUP-LOC-01_B2B-4E316E20,SUP-LOC-01,B2B-4E316E20,278.78,1,171,USD
SUP-NAT-01_B2B-4E316E20,SUP-NAT-01,B2B-4E316E20,294.56,1,171,USD
SUP-NAT-02_B2B-4E316E20,SUP-NAT-02,B2B-4E316E20,294.56,1,171,USD
SUP-LOC-01_B2B-4E40FFE0,SUP-LOC-01,B2B-4E40FFE0,48.76,4,60,USD
SUP-LOC-02_B2B-4E40FFE0,SUP-LOC-02,B2B-4E40FFE0,48.76,4,60,USD
SUP-NAT-01_B2B-4E40FFE0,SUP-NAT-01,B2B-4E40FFE0,51.52,4,60,USD
SUP-NAT-01_B2B-4E56653A,SUP-NAT-01,B2B-4E56653A,7132.16,1,15,USD
SUP-OEM-01_B2B-4E56653A,SUP-OEM-01,B2B-4E56653A,7768.96,1,15,USD
SUP-OEM-02_B2B-4E56653A,SUP-OEM-02,B2B-4E56653A,7768.96,1,15,USD
SUP-LOC-01_B2B-4EB8E1FA,SUP-LOC-01,B2B-4EB8E1FA,31.8,7,81,USD
SUP-LOC-02_B2B-4EB8E1FA,SUP-LOC-02,B2B-4EB8E1FA,31.8,7,81,USD
SUP-NAT-01_B2B-4EB8E1FA,SUP-NAT-01,B2B-4EB8E1FA,33.6,7,81,USD
SUP-NAT-01_B2B-4F26750A,SUP-NAT-01,B2B-4F26750A,902.72,1,54,USD
SUP-NAT-02_B2B-4F26750A,SUP-NAT-02,B2B-4F26750A,902.72,1,54,USD
SUP-NAT-01_B2B-4F9158D6,SUP-NAT-01,B2B-4F9158D6,252.56,1,69,USD
SUP-NAT-02_B2B-4F9158D6,SUP-NAT-02,B2B-4F9158D6,252.56,1,69,USD
SUP-LOC-01_B2B-4F976EE2,SUP-LOC-01,B2B-4F976EE2,23.32,9,162,USD
SUP-LOC-02_B2B-4F976EE2,SUP-LOC-02,B2B-4F976EE2,23.32,9,162,USD
SUP-LOC-01_B2B-4FC5BBFA,SUP-LOC-01,B2B-4FC5BBFA,334.96,1,117,USD
SUP-NAT-01_B2B-4FC5BBFA,SUP-NAT-01,B2B-4FC5BBFA,353.92,1,117,USD
SUP-NAT-02_B2B-4FC5BBFA,SUP-NAT-02,B2B-4FC5BBFA,353.92,1,117,USD
SUP-LOC-01_B2B-4FC72CD1,SUP-LOC-01,B2B-4FC72CD1,130.38,2,48,USD
SUP-LOC-02_B2B-4FC72CD1,SUP-LOC-02,B2B-4FC72CD1,130.38,2,48,USD
SUP-LOC-01_B2B-5002E9A3,SUP-LOC-01,B2B-5002E9A3,57.24,4,132,USD
SUP-LOC-02_B2B-5002E9A3,SUP-LOC-02,B2B-5002E9A3,57.24,4,132,USD
SUP-NAT-01_B2B-50160261,SUP-NAT-01,B2B-50160261,971.04,1,33,USD
SUP-NAT-02_B2B-50160261,SUP-NAT-02,B2B-50160261,971.04,1,33,USD
SUP-LOC-01_B2B-50167218,SUP-LOC-01,B2B-50167218,28.62,7,105,USD
SUP-LOC-02_B2B-50167218,SUP-LOC-02,B2B-50167218,28.62,7,105,USD
SUP-NAT-01_B2B-50167218,SUP-NAT-01,B2B-50167218,30.24,7,105,USD
SUP-LOC-01_B2B-50C8A2FE,SUP-LOC-01,B2B-50C8A2FE,23.85,9,75,USD
SUP-LOC-02_B2B-50C8A2FE,SUP-LOC-02,B2B-50C8A2FE,23.85,9,75,USD
SUP-LOC-01_B2B-512AFA6A,SUP-LOC-01,B2B-512AFA6A,28.62,7,129,USD
SUP-LOC-02_B2B-512AFA6A,SUP-LOC-02,B2B-512AFA6A,28.62,7,129,USD
SUP-NAT-01_B2B-512AFA6A,SUP-NAT-01,B2B-512AFA6A,30.24,7,129,USD
SUP-LOC-01_B2B-513FA697,SUP-LOC-01,B2B-513FA697,7.42,29,324,USD
SUP-LOC-02_B2B-513FA697,SUP-LOC-02,B2B-513FA697,7.42,29,324,USD
SUP-NAT-01_B2B-513FA697,SUP-NAT-01,B2B-513FA697,7.84,29,324,USD
SUP-LOC-01_B2B-51515109,SUP-LOC-01,B2B-51515109,72.08,3,144,USD
SUP-LOC-02_B2B-51515109,SUP-LOC-02,B2B-51515109,72.08,3,144,USD
SUP-NAT-01_B2B-51515109,SUP-NAT-01,B2B-51515109,76.16,3,144,USD
SUP-LOC-01_B2B-51A24FC7,SUP-LOC-01,B2B-51A24FC7,37.1,6,267,USD
SUP-LOC-02_B2B-51A24FC7,SUP-LOC-02,B2B-51A24FC7,37.1,6,267,USD
SUP-LOC-01_B2B-52124577,SUP-LOC-01,B2B-52124577,659.85,1,21,USD
SUP-NAT-01_B2B-52124577,SUP-NAT-01,B2B-52124577,697.2,1,21,USD
SUP-NAT-02_B2B-52124577,SUP-NAT-02,B2B-52124577,697.2,1,21,USD
SUP-LOC-01_B2B-5292BB69,SUP-LOC-01,B2B-5292BB69,14.31,15,186,USD
SUP-LOC-02_B2B-5292BB69,SUP-LOC-02,B2B-5292BB69,14.31,15,186,USD
SUP-LOC-01_B2B-529E8670,SUP-LOC-01,B2B-529E8670,277.72,1,36,USD
SUP-NAT-01_B2B-529E8670,SUP-NAT-01,B2B-529E8670,293.44,1,36,USD
SUP-NAT-02_B2B-529E8670,SUP-NAT-02,B2B-529E8670,293.44,1,36,USD
SUP-LOC-01_B2B-52D3C1AF,SUP-LOC-01,B2B-52D3C1AF,5.3,40,273,USD
SUP-LOC-02_B2B-52D3C1AF,SUP-LOC-02,B2B-52D3C1AF,5.3,40,273,USD
SUP-LOC-01_B2B-5304017D,SUP-LOC-01,B2B-5304017D,13.78,15,120,USD
SUP-LOC-02_B2B-5304017D,SUP-LOC-02,B2B-5304017D,13.78,15,120,USD
SUP-LOC-01_B2B-536E9E44,SUP-LOC-01,B2B-536E9E44,120.84,2,87,USD
SUP-LOC-02_B2B-536E9E44,SUP-LOC-02,B2B-536E9E44,120.84,2,87,USD
SUP-NAT-01_B2B-536E9E44,SUP-NAT-01,B2B-536E9E44,127.68,2,87,USD
SUP-LOC-01_B2B-53ADD74B,SUP-LOC-01,B2B-53ADD74B,57.24,4,63,USD
SUP-LOC-02_B2B-53ADD74B,SUP-LOC-02,B2B-53ADD74B,57.24,4,63,USD
SUP-NAT-01_B2B-53ADD74B,SUP-NAT-01,B2B-53ADD74B,60.48,4,63,USD
SUP-LOC-01_B2B-53AEBFBA,SUP-LOC-01,B2B-53AEBFBA,13.78,15,174,USD
SUP-LOC-02_B2B-53AEBFBA,SUP-LOC-02,B2B-53AEBFBA,13.78,15,174,USD
SUP-NAT-01_B2B-53AEBFBA,SUP-NAT-01,B2B-53AEBFBA,14.56,15,174,USD
SUP-LOC-01_B2B-5416358B,SUP-LOC-01,B2B-5416358B,21.2,10,219,USD
SUP-LOC-02_B2B-5416358B,SUP-LOC-02,B2B-5416358B,21.2,10,219,USD
SUP-LOC-01_B2B-5492692B,SUP-LOC-01,B2B-5492692B,64.66,3,105,USD
SUP-LOC-02_B2B-5492692B,SUP-LOC-02,B2B-5492692B,64.66,3,105,USD
SUP-NAT-01_B2B-5492692B,SUP-NAT-01,B2B-5492692B,68.32,3,105,USD
SUP-LOC-01_B2B-55059136,SUP-LOC-01,B2B-55059136,87.98,2,102,USD
SUP-LOC-02_B2B-55059136,SUP-LOC-02,B2B-55059136,87.98,2,102,USD
SUP-NAT-01_B2B-55059136,SUP-NAT-01,B2B-55059136,92.96,2,102,USD
SUP-LOC-01_B2B-55241C74,SUP-LOC-01,B2B-55241C74,31.8,7,186,USD
SUP-LOC-02_B2B-55241C74,SUP-LOC-02,B2B-55241C74,31.8,7,186,USD
SUP-LOC-01_B2B-5586A63A,SUP-LOC-01,B2B-5586A63A,78.44,3,99,USD
SUP-LOC-02_B2B-5586A63A,SUP-LOC-02,B2B-5586A63A,78.44,3,99,USD
SUP-LOC-01_B2B-55993977,SUP-LOC-01,B2B-55993977,22.26,10,102,USD
SUP-LOC-02_B2B-55993977,SUP-LOC-02,B2B-55993977,22.26,10,102,USD
SUP-NAT-01_B2B-5653B1D4,SUP-NAT-01,B2B-5653B1D4,9479.68,1,24,USD
SUP-OEM-01_B2B-5653B1D4,SUP-OEM-01,B2B-5653B1D4,10326.08,1,24,USD
SUP-OEM-02_B2B-5653B1D4,SUP-OEM-02,B2B-5653B1D4,10326.08,1,24,USD
SUP-NAT-01_B2B-5671BD0A,SUP-NAT-01,B2B-5671BD0A,2175.04,1,15,USD
SUP-OEM-01_B2B-5671BD0A,SUP-OEM-01,B2B-5671BD0A,2369.24,1,15,USD
SUP-OEM-02_B2B-5671BD0A,SUP-OEM-02,B2B-5671BD0A,2369.24,1,15,USD
SUP-LOC-01_B2B-56AB256E,SUP-LOC-01,B2B-56AB256E,113.95,2,66,USD
SUP-LOC-02_B2B-56AB256E,SUP-LOC-02,B2B-56AB256E,113.95,2,66,USD
SUP-NAT-01_B2B-56AB256E,SUP-NAT-01,B2B-56AB256E,120.4,2,66,USD
SUP-LOC-01_B2B-56DF157C,SUP-LOC-01,B2B-56DF157C,2.12,100,525,USD
SUP-LOC-02_B2B-56DF157C,SUP-LOC-02,B2B-56DF157C,2.12,100,525,USD
SUP-NAT-01_B2B-574206A9,SUP-NAT-01,B2B-574206A9,277.76,1,48,USD
SUP-NAT-02_B2B-574206A9,SUP-NAT-02,B2B-574206A9,277.76,1,48,USD
SUP-LOC-01_B2B-57518D0F,SUP-LOC-01,B2B-57518D0F,1294.79,1,39,USD
SUP-NAT-01_B2B-57518D0F,SUP-NAT-01,B2B-57518D0F,1368.08,1,39,USD
SUP-NAT-02_B2B-57518D0F,SUP-NAT-02,B2B-57518D0F,1368.08,1,39,USD
SUP-LOC-01_B2B-57674178,SUP-LOC-01,B2B-57674178,151.58,1,93,USD
SUP-LOC-02_B2B-57674178,SUP-LOC-02,B2B-57674178,151.58,1,93,USD
SUP-NAT-01_B2B-57674178,SUP-NAT-01,B2B-57674178,160.16,1,93,USD
SUP-LOC-01_B2B-576825E5,SUP-LOC-01,B2B-576825E5,49.82,4,120,USD
SUP-LOC-02_B2B-576825E5,SUP-LOC-02,B2B-576825E5,49.82,4,120,USD
SUP-NAT-01_B2B-5808D846,SUP-NAT-01,B2B-5808D846,173.6,1,45,USD
SUP-NAT-02_B2B-5808D846,SUP-NAT-02,B2B-5808D846,173.6,1,45,USD
SUP-LOC-01_B2B-588968E5,SUP-LOC-01,B2B-588968E5,23.32,9,138,USD
SUP-LOC-02_B2B-588968E5,SUP-LOC-02,B2B-588968E5,23.32,9,138,USD
SUP-LOC-01_B2B-58A74AFC,SUP-LOC-01,B2B-58A74AFC,5.3,40,342,USD
SUP-LOC-02_B2B-58A74AFC,SUP-LOC-02,B2B-58A74AFC,5.3,40,342,USD
SUP-NAT-01_B2B-58A74AFC,SUP-NAT-01,B2B-58A74AFC,5.6,40,342,USD
SUP-LOC-01_B2B-58B1BFE0,SUP-LOC-01,B2B-58B1BFE0,56.71,4,261,USD
SUP-LOC-02_B2B-58B1BFE0,SUP-LOC-02,B2B-58B1BFE0,56.71,4,261,USD
SUP-NAT-01_B2B-58B21ADB,SUP-NAT-01,B2B-58B21ADB,1024.8,1,48,USD
SUP-NAT-02_B2B-58B21ADB,SUP-NAT-02,B2B-58B21ADB,1024.8,1,48,USD
SUP-LOC-01_B2B-58DF4920,SUP-LOC-01,B2B-58DF4920,43.46,5,180,USD
SUP-LOC-02_B2B-58DF4920,SUP-LOC-02,B2B-58DF4920,43.46,5,180,USD
SUP-LOC-01_B2B-5932C58C,SUP-LOC-01,B2B-5932C58C,33.92,6,165,USD
SUP-LOC-02_B2B-5932C58C,SUP-LOC-02,B2B-5932C58C,33.92,6,165,USD
SUP-NAT-01_B2B-5932C58C,SUP-NAT-01,B2B-5932C58C,35.84,6,165,USD
SUP-LOC-01_B2B-595AE33B,SUP-LOC-01,B2B-595AE33B,92.22,2,69,USD
SUP-LOC-02_B2B-595AE33B,SUP-LOC-02,B2B-595AE33B,92.22,2,69,USD
SUP-LOC-01_B2B-59640EEF,SUP-LOC-01,B2B-59640EEF,10.6,20,255,USD
SUP-LOC-02_B2B-59640EEF,SUP-LOC-02,B2B-59640EEF,10.6,20,255,USD
SUP-NAT-01_B2B-59640EEF,SUP-NAT-01,B2B-59640EEF,11.2,20,255,USD
SUP-LOC-01_B2B-599B7967,SUP-LOC-01,B2B-599B7967,51.94,4,144,USD
SUP-LOC-02_B2B-599B7967,SUP-LOC-02,B2B-599B7967,51.94,4,144,USD
SUP-NAT-01_B2B-599B7967,SUP-NAT-01,B2B-599B7967,54.88,4,144,USD
SUP-LOC-01_B2B-59AF0286,SUP-LOC-01,B2B-59AF0286,5.3,40,324,USD
SUP-LOC-02_B2B-59AF0286,SUP-LOC-02,B2B-59AF0286,5.3,40,324,USD
SUP-NAT-01_B2B-59AF0286,SUP-NAT-01,B2B-59AF0286,5.6,40,324,USD
SUP-LOC-01_B2B-59B4522E,SUP-LOC-01,B2B-59B4522E,255.99,1,60,USD
SUP-NAT-01_B2B-59B4522E,SUP-NAT-01,B2B-59B4522E,270.48,1,60,USD
SUP-NAT-02_B2B-59B4522E,SUP-NAT-02,B2B-59B4522E,270.48,1,60,USD
SUP-LOC-01_B2B-59BEB417,SUP-LOC-01,B2B-59BEB417,47.7,4,120,USD
SUP-LOC-02_B2B-59BEB417,SUP-LOC-02,B2B-59BEB417,47.7,4,120,USD
SUP-NAT-01_B2B-59BEB417,SUP-NAT-01,B2B-59BEB417,50.4,4,120,USD
SUP-LOC-01_B2B-5A066E11,SUP-LOC-01,B2B-5A066E11,4.24,50,843,USD
SUP-LOC-02_B2B-5A066E11,SUP-LOC-02,B2B-5A066E11,4.24,50,843,USD
SUP-OEM-01_B2B-5A52EC44,SUP-OEM-01,B2B-5A52EC44,2738.9,1,36,USD
SUP-OEM-02_B2B-5A52EC44,SUP-OEM-02,B2B-5A52EC44,2738.9,1,36,USD
SUP-NAT-01_B2B-5A8C95BA,SUP-NAT-01,B2B-5A8C95BA,469.28,1,69,USD
SUP-NAT-02_B2B-5A8C95BA,SUP-NAT-02,B2B-5A8C95BA,469.28,1,69,USD
SUP-LOC-01_B2B-5AA3976E,SUP-LOC-01,B2B-5AA3976E,96.46,2,117,USD
SUP-LOC-02_B2B-5AA3976E,SUP-LOC-02,B2B-5AA3976E,96.46,2,117,USD
SUP-NAT-01_B2B-5AA3976E,SUP-NAT-01,B2B-5AA3976E,101.92,2,117,USD
SUP-LOC-01_B2B-5AF5C3C6,SUP-LOC-01,B2B-5AF5C3C6,8.48,25,183,USD
